@RELATION Bugcatchers-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE DataClumps NUMERIC
    @ATTRIBUTE MessageChains NUMERIC
    @ATTRIBUTE MiddleMan NUMERIC
    @ATTRIBUTE SpeculativeGenerality NUMERIC
    @ATTRIBUTE SwitchStatements NUMERIC
    @ATTRIBUTE MessageChains2 NUMERIC
    @ATTRIBUTE blank NUMERIC
    @ATTRIBUTE comment NUMERIC
    @ATTRIBUTE code NUMERIC
    @ATTRIBUTE codeLines NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    7,0,10,3,96,205,0,1,1,2,0,1,22,86,96,96,false
    7,0,1,1,38,80,0,4,0,0,0,3,6,35,38,38,false
    1,0,2,1,13,55,0,0,1,1,0,0,6,35,13,13,false
    1,0,1,1,5,41,0,0,0,1,0,0,5,30,5,5,false
    6,0,11,0,114,297,0,0,0,0,0,0,25,157,115,115,true
    7,0,0,0,68,157,0,4,0,0,0,1,17,71,68,68,false
    8,0,0,0,101,204,0,1,0,2,0,1,21,81,101,101,false
    1,0,4,0,7,57,0,0,0,1,0,0,5,44,7,7,false
    1,0,1,0,3,34,0,0,0,1,0,0,1,29,3,3,false
    1,0,3,0,16,74,0,0,0,0,0,0,10,47,16,16,false
    67,0,7,1,586,889,0,34,1,6,0,27,111,200,592,592,true
    32,0,17,0,179,339,0,3,0,0,0,0,33,126,179,179,false
    20,0,5,0,177,298,0,8,0,0,0,8,30,90,177,177,false
    1,0,2,0,36,95,0,6,0,0,0,3,9,49,36,36,false
    3,0,3,0,26,81,0,0,0,0,0,0,9,45,26,26,false
    9,0,4,0,60,125,0,0,0,0,0,0,13,51,60,60,false
    23,0,4,0,126,214,0,2,0,0,0,1,21,66,126,126,false
    1,0,6,0,53,137,0,1,1,1,0,1,20,63,53,53,false
    8,0,4,2,90,175,0,1,0,2,0,0,19,65,90,90,false
    122,0,42,1,788,1478,1,23,0,18,0,13,129,549,781,781,true
    5,0,9,1,60,141,0,1,0,5,0,0,14,66,60,60,false
    25,0,7,0,198,368,0,3,1,6,0,1,33,136,198,198,false
    1,0,3,0,10,54,0,0,0,1,0,0,6,37,10,10,false
    1,0,2,0,31,98,0,4,0,0,0,1,11,55,31,31,false
    13,0,6,0,100,192,0,6,0,1,0,5,19,72,100,100,false
    44,0,16,2,310,528,0,23,0,3,0,17,62,155,310,310,false
    1,0,2,0,15,61,0,0,0,0,0,0,5,40,15,15,false
    3,0,2,0,21,68,0,1,0,0,0,1,7,39,21,21,false
    3,0,0,0,17,61,0,0,0,0,0,0,6,38,17,17,false
    3,0,0,0,21,71,0,1,0,0,0,1,8,41,21,21,false
    12,0,12,2,164,308,1,8,1,2,0,1,41,89,142,142,true
    211,0,54,2,1282,2338,1,36,0,14,0,23,214,840,1276,1276,true
    1,0,2,0,35,93,0,6,0,0,0,3,11,46,35,35,false
    1,0,4,0,13,71,0,0,0,0,0,0,8,49,13,13,false
    1,0,5,0,40,103,0,0,1,2,0,0,17,45,40,40,false
    1,0,3,0,11,66,0,0,0,0,0,0,6,48,11,11,false
    23,0,6,9,175,328,0,2,0,5,0,1,33,85,146,146,true
    3,0,3,1,39,95,0,2,1,0,0,1,11,44,39,39,false
    32,0,8,2,255,397,0,10,0,0,0,6,39,102,255,255,false
    10,0,10,0,77,171,0,0,0,4,0,0,17,76,77,77,false
    1,0,3,0,18,62,0,0,0,0,0,0,8,35,18,18,false
    1,0,4,0,14,69,0,0,0,0,0,0,8,46,14,14,false
    1,0,1,4,27,67,0,0,0,0,0,0,10,29,27,27,false
    4,0,2,0,63,130,0,3,0,1,0,1,18,48,63,63,false
    10,0,1,1,106,194,0,6,0,0,0,2,17,61,85,85,true
    7,0,1,0,28,66,0,0,0,0,0,0,5,32,16,16,false
    1,0,1,0,7,45,0,1,1,0,0,1,4,33,7,7,false
    1,0,1,0,7,47,0,1,1,0,0,1,4,35,7,7,false
    28,0,3,0,176,279,0,3,0,0,1,0,34,70,179,179,false
    1,0,1,0,7,45,0,1,1,0,0,1,5,32,7,7,false
    1,0,1,0,7,41,0,1,1,0,0,1,5,28,7,7,false
    5,0,5,0,61,164,0,0,0,1,0,0,24,78,61,61,false
    12,0,2,0,146,240,0,2,0,1,0,2,28,63,129,129,false
    8,0,13,0,91,193,0,0,0,2,0,0,29,72,91,91,false
    6,0,4,0,43,97,0,1,0,0,0,1,9,44,43,43,false
    1,0,2,0,22,65,0,1,0,0,0,0,11,31,22,22,false
    1,0,3,0,11,61,0,0,1,0,0,0,9,40,11,11,false
    1,0,3,0,13,61,0,0,1,0,0,0,8,39,13,13,false
    1,0,2,0,29,76,0,0,0,4,0,0,13,33,29,29,false
    36,0,6,1,232,427,0,17,0,3,1,0,39,149,220,220,true
    13,0,5,0,105,235,0,6,0,0,0,0,28,101,105,105,false
    10,0,9,0,147,271,0,6,0,1,0,6,35,88,147,147,false
    1,0,1,1,11,46,0,0,1,0,0,0,5,29,11,11,false
    8,0,2,1,51,125,0,0,0,1,0,0,16,57,51,51,false
    4,0,5,0,42,103,0,0,0,0,0,0,19,41,42,42,false
    38,0,19,1,300,551,0,8,0,1,0,3,60,190,300,300,true
    15,0,16,1,282,568,0,3,0,0,0,3,65,220,282,282,false
    69,0,12,0,251,565,0,29,0,1,0,27,83,230,251,251,false
    13,0,11,0,211,364,0,16,1,1,0,1,36,116,211,211,false
    8,0,5,0,115,274,0,8,0,2,0,7,40,118,115,115,false
    1,0,5,0,41,159,0,0,0,1,0,0,33,84,41,41,false
    53,0,27,0,551,1298,0,14,0,1,0,5,172,574,551,551,false
    1,0,1,4,23,62,0,0,1,0,0,0,9,29,23,23,false
    1,0,0,0,9,45,0,0,0,0,0,0,5,30,9,9,false
    9,0,2,0,79,133,1,6,0,0,0,6,18,35,75,75,true
    8,0,2,0,77,127,1,6,0,0,0,6,17,32,73,73,true
    3,0,4,0,33,109,0,0,0,0,0,0,18,57,33,33,false
    21,0,9,1,258,468,1,17,0,3,0,17,39,170,258,258,false
    2,0,1,1,11,45,0,0,0,0,0,0,5,28,11,11,false
    14,0,3,0,117,268,0,7,0,2,0,6,48,102,117,117,false
    21,0,6,0,132,205,0,0,0,3,0,0,12,71,121,121,false
    1,0,4,0,9,86,0,0,0,1,0,0,7,69,9,9,false
    3,0,7,0,42,129,0,0,0,0,0,0,11,75,42,42,false
    13,0,13,0,106,229,0,0,0,0,0,0,23,99,106,106,false
    3,0,11,1,47,136,0,0,0,0,0,0,16,72,47,47,false
    4,0,13,0,65,160,0,0,0,0,0,0,16,78,65,65,false
    14,0,5,0,105,177,0,0,1,1,0,0,14,57,105,105,false
    73,0,4,0,468,702,0,0,1,3,0,0,79,154,468,468,false
    8,0,4,1,174,281,1,0,0,0,0,0,31,75,174,174,false
    15,0,13,0,149,394,0,0,0,0,0,0,65,179,149,149,false
    16,0,4,0,66,159,0,0,0,0,0,0,16,76,66,66,false
    56,0,12,0,469,768,0,0,1,5,1,0,103,195,469,469,false
    15,0,10,1,113,276,0,0,0,0,0,0,37,125,113,113,false
    68,0,19,0,362,644,0,0,0,1,0,0,66,215,362,362,false
    1,0,7,2,29,154,0,0,0,1,0,0,18,106,29,29,false
    1,0,7,0,16,111,0,0,0,1,0,0,14,80,16,16,false
    1,0,6,0,8,70,0,0,0,1,0,0,11,50,8,8,false
    1,0,6,0,33,117,0,0,0,0,0,0,13,70,33,33,false
    1,0,1,2,5,44,0,0,0,1,0,0,4,34,5,5,false
    7,0,18,8,121,301,0,0,0,0,0,0,46,134,121,121,false
    1,0,29,0,43,228,0,0,0,11,0,0,34,150,43,43,false
    1,0,3,0,11,54,0,0,0,0,0,0,6,36,11,11,false
    5,0,0,0,37,99,0,0,0,0,0,0,10,51,37,37,false
    1,0,0,0,22,54,0,0,0,0,0,0,5,27,22,22,false
    14,0,0,0,73,170,0,0,0,0,0,0,18,78,73,73,false
    24,0,11,0,274,463,1,0,0,0,0,0,63,124,267,267,true
    5483,0,7,61,4983,5201,1,0,0,0,0,0,180,167,4853,4853,false
    1849,0,9,102,5774,6560,1,0,0,0,1,0,443,342,5774,5774,false
    1,0,0,1,180,185,0,0,0,0,0,0,3,1,180,180,false
    186,0,23,0,1243,2162,1,0,0,4,1,0,187,802,1169,1169,false
    7,0,0,0,55,122,0,0,0,0,0,0,15,51,55,55,false
    21,0,0,0,85,171,0,0,0,0,0,0,17,68,85,85,false
    1,0,5,0,21,77,0,0,0,0,0,0,7,48,21,21,false
    19,0,0,0,144,335,0,0,0,0,0,0,34,156,144,144,false
    12,0,2,0,111,199,0,0,0,2,0,0,37,50,111,111,false
    3,0,9,2,114,209,0,0,1,4,0,0,25,69,114,114,false
    2,0,0,0,72,133,0,0,1,1,0,0,17,43,72,72,false
    91,0,5,0,642,908,0,0,0,2,0,0,67,199,641,641,true
    1,0,1,0,20,96,0,0,0,1,0,0,12,63,20,20,false
    3,0,10,0,71,192,0,0,0,0,0,0,25,96,69,69,false
    5,0,9,0,54,132,0,0,1,3,0,0,14,63,54,54,false
    1,0,3,0,27,85,0,0,0,0,0,0,10,47,25,25,true
    4,0,6,0,41,123,0,0,0,0,0,0,14,67,35,35,false
    2,0,2,0,24,79,0,0,0,0,0,0,9,45,24,24,true
    14,0,5,0,69,144,0,0,0,0,0,0,11,63,69,69,true
    1,0,3,0,18,62,0,0,0,0,0,0,7,36,18,18,false
    1,0,3,0,26,72,0,0,0,0,0,0,10,35,26,26,false
    5,0,3,0,40,98,0,0,0,0,0,0,12,45,40,40,false
    3,0,4,0,34,84,0,0,0,0,0,0,8,41,34,34,false
    1,0,3,0,15,58,0,0,0,0,0,0,7,35,15,15,false
    9,0,5,0,70,128,0,0,0,1,0,0,15,42,70,70,false
    14,0,5,0,89,154,0,0,0,0,0,0,17,47,89,89,false
    32,0,5,1,209,317,0,0,0,3,0,0,23,81,200,200,true
    8,0,4,0,57,119,0,0,0,0,0,0,9,52,57,57,false
    17,0,4,0,85,149,0,0,0,0,0,0,16,48,85,85,false
    6,0,4,0,48,106,0,0,0,0,0,0,10,47,48,48,false
    16,0,4,0,83,146,0,0,0,0,0,0,12,50,83,83,false
    2,0,4,0,26,79,0,0,1,0,0,0,11,41,26,26,false
    1,0,3,0,25,79,0,0,1,0,0,0,12,41,25,25,false
    7,0,4,0,63,130,0,0,0,0,0,0,14,52,63,63,false
    1,0,1,0,8,47,0,0,1,0,0,0,5,33,8,8,false
    1,0,1,0,7,45,0,0,1,0,0,0,5,32,7,7,false
    1,0,1,0,7,47,0,0,1,0,0,0,7,32,7,7,false
    1,0,1,0,7,45,0,0,1,0,0,0,5,32,7,7,false
    1,0,1,0,7,46,0,0,1,0,0,0,7,31,7,7,false
    3,0,3,0,27,78,0,0,1,0,0,0,9,41,27,27,false
    1,0,1,0,7,46,0,0,1,0,0,0,7,31,7,7,false
    1,0,1,0,7,44,0,0,1,0,0,0,5,31,7,7,false
    4,0,4,0,31,89,0,0,0,1,0,0,10,47,31,31,false
    3,0,4,0,30,88,0,0,0,1,0,0,10,47,30,30,false
    6,0,2,0,69,143,0,0,0,0,0,0,12,61,69,69,true
    14,0,4,0,93,175,0,0,1,0,0,0,23,58,93,93,false
    9,0,7,0,68,163,0,0,1,1,0,0,19,75,68,68,false
    18,0,5,0,96,167,0,0,1,1,0,0,12,58,96,96,false
    3,0,3,0,22,78,0,0,1,0,0,0,10,45,22,22,false
    2,0,4,0,21,87,0,0,0,1,0,0,12,53,21,21,false
    4,0,3,0,41,95,0,0,0,1,0,0,13,40,41,41,false
    23,0,4,1,190,284,0,0,0,0,0,0,20,65,162,162,true
    20,0,4,0,159,252,0,0,0,1,0,0,30,62,159,159,false
    6,0,4,0,52,120,0,0,0,1,0,0,12,54,41,41,false
    1,0,3,0,19,70,0,0,1,1,0,0,8,42,19,19,false
    1,0,3,0,14,53,0,0,0,0,0,0,6,32,14,14,false
    4,0,3,0,23,76,0,0,0,0,0,0,9,43,23,23,false
    17,0,3,0,99,153,0,0,0,0,0,0,14,39,99,99,false
    8,0,2,0,48,99,0,0,0,0,0,0,9,41,48,48,true
    4,0,4,0,31,75,0,0,0,0,0,0,8,35,31,31,false
    86,0,0,0,289,346,0,0,0,0,0,0,10,41,289,289,false
    1,0,1,4,33,74,0,0,1,0,0,0,10,30,33,33,false
    32,0,0,0,288,510,0,0,0,3,1,0,46,175,288,288,false
    42,0,25,1,395,765,1,0,0,4,0,0,75,278,380,380,true
    1,0,2,0,4,54,0,0,0,0,0,0,3,46,4,4,false
    1,0,3,0,17,70,0,0,1,0,0,0,6,46,16,16,true
    26,0,12,0,284,526,0,0,1,0,0,0,64,177,284,284,false
    5,0,6,4,60,141,0,0,0,2,0,0,15,65,60,60,false
    1,0,7,0,11,84,0,0,0,1,0,0,8,64,11,11,false
    7,0,8,0,71,144,0,0,0,0,0,0,14,58,71,71,false
    12,0,3,0,103,191,0,0,1,1,0,0,25,62,103,103,false
    9,0,0,0,78,165,0,0,1,1,0,0,15,71,78,78,false
    53,0,11,2,456,789,0,0,0,7,0,0,103,229,456,456,false
    5,0,4,0,84,183,0,0,1,0,0,0,22,76,84,84,false
    32,0,12,0,206,422,1,0,0,0,1,0,44,166,205,205,true
    21,0,5,2,139,229,0,0,1,1,0,0,29,60,139,139,false
    14,0,5,0,200,343,0,0,1,0,0,0,36,106,200,200,false
    41,0,15,0,275,525,1,0,0,0,0,0,59,190,275,275,false
    14,0,13,2,217,367,1,0,1,4,0,0,48,101,217,217,false
    43,0,15,0,195,332,1,0,0,3,0,0,30,107,195,195,false
    26,0,6,0,241,431,0,0,1,1,0,0,45,144,241,241,false
    11,0,5,0,64,153,0,0,0,0,0,0,16,72,64,64,false
    4,0,9,0,51,137,0,0,0,1,0,0,17,68,51,51,false
    3,0,9,0,55,150,0,0,1,3,0,0,17,77,51,51,true
    35,0,12,0,189,329,0,0,0,0,0,0,22,117,189,189,false
    95,0,16,3,419,753,0,0,0,2,1,0,53,255,382,382,true
    12,0,5,2,92,181,0,0,0,0,0,0,19,68,88,88,true
    2,0,5,0,28,82,0,0,1,0,0,0,10,43,28,28,false
    1,0,2,0,7,44,0,0,0,0,0,0,4,32,7,7,false
    1,0,2,0,7,45,0,0,0,0,0,0,4,33,7,7,false
    1,0,1,0,7,42,0,0,0,0,0,0,6,29,7,7,false
    8,0,6,0,131,308,0,0,1,3,0,0,39,137,131,131,false
    6,0,8,0,57,129,0,0,1,3,0,0,15,56,57,57,false
    1,0,5,0,20,73,0,0,1,0,0,0,8,44,20,20,false
    6,0,7,0,42,103,0,0,1,3,0,0,11,49,42,42,false
    19,0,10,0,87,173,0,0,0,0,0,0,20,65,87,87,false
    4,0,7,0,36,128,0,0,0,4,0,0,17,74,36,36,false
    1,0,4,0,22,87,0,0,0,0,0,0,9,55,22,22,false
    1,0,4,0,20,75,0,0,0,0,0,0,10,44,20,20,false
    6,0,8,0,58,136,0,0,1,1,0,0,14,63,66,66,true
    25,0,5,0,140,245,0,0,0,0,0,0,24,76,140,140,false
    6,0,2,0,40,110,0,0,0,1,0,0,8,61,40,40,false
    2,0,2,0,15,59,0,0,1,0,0,0,7,36,15,15,false
    49,0,14,1,267,540,0,0,0,4,2,0,46,226,267,267,false
    3,0,3,0,105,275,0,0,1,0,0,0,33,136,105,105,false
    4,0,2,0,26,87,0,0,0,0,0,0,7,53,26,26,false
    11,0,14,11,131,269,0,0,1,0,1,0,37,100,131,131,false
    27,0,3,1,198,323,0,0,1,0,0,0,29,92,169,169,false
    26,0,24,0,183,407,0,0,0,2,0,0,37,185,179,179,true
    15,0,13,0,126,299,0,0,0,0,0,0,36,136,126,126,false
    14,0,15,0,155,368,0,0,0,0,0,0,29,183,155,155,false
    2,0,5,0,28,82,0,0,1,0,0,0,10,43,28,28,false
    1,0,5,0,20,72,0,0,1,0,0,0,8,43,20,20,false
    10,0,3,0,44,111,0,0,0,0,0,0,10,56,44,44,false
    1,0,5,0,36,100,0,0,1,0,0,0,14,49,36,36,false
    8,0,7,1,52,132,0,0,0,3,0,0,25,54,52,52,false
    10,0,4,0,46,113,0,0,0,0,0,0,14,52,46,46,false
    3,0,2,1,20,55,0,0,0,0,0,0,5,29,20,20,false
    3,0,2,1,23,65,0,0,0,0,0,0,7,35,23,23,false
    1,0,4,0,27,79,0,0,1,0,0,0,10,41,25,25,false
    1,0,4,0,26,80,0,0,1,0,0,0,12,41,26,26,false
    2,0,5,0,28,82,0,0,1,0,0,0,10,43,28,28,false
    7,0,2,0,64,123,0,0,0,0,0,0,15,43,64,64,false
    1,0,3,0,5,48,0,0,0,0,0,0,3,39,5,5,false
    1,0,7,0,11,90,0,0,0,1,0,0,11,67,11,11,false
    5,0,0,0,27,73,0,0,0,2,0,0,6,39,27,27,false
    4,0,1,0,42,101,0,0,0,0,0,0,16,42,42,42,false
    23,0,0,0,97,166,0,0,0,0,0,0,13,56,97,97,false
    1,0,0,0,17,59,0,0,0,0,0,0,7,35,17,17,false
    7,0,3,0,34,75,0,0,0,0,0,0,7,33,34,34,false
    3,0,3,0,32,84,0,0,0,0,0,0,10,41,32,32,false
    1,0,4,0,28,92,0,0,0,0,0,0,14,49,28,28,false
    1,0,4,0,40,102,0,0,1,0,0,0,14,47,40,40,false
    1,0,4,0,57,133,0,0,0,0,0,0,20,55,57,57,false
    29,0,2,0,223,372,0,0,0,0,0,0,51,97,223,223,false
    34,0,4,0,301,500,0,0,1,2,0,0,75,123,301,301,false
    6,0,2,0,111,202,0,0,1,0,0,0,33,58,111,111,false
    1,0,2,0,7,44,0,0,0,0,0,0,4,32,7,7,false
    2,0,3,0,15,56,0,0,1,0,0,0,6,34,15,15,false
    4,0,0,0,41,97,0,0,1,1,0,0,11,44,41,41,false
    1,0,0,0,34,93,0,0,0,0,0,0,14,45,34,34,false
    5,0,3,0,40,108,0,0,0,1,0,0,11,56,40,40,false
    1,0,1,0,32,83,0,0,1,0,0,0,16,34,32,32,false
    4,0,2,0,46,98,0,0,0,0,0,0,16,35,46,46,false
    2,0,5,0,24,79,0,0,0,0,0,0,8,46,24,24,false
    1,0,3,0,21,68,0,0,1,0,0,0,9,37,21,21,false
    5,0,3,0,25,71,0,0,0,0,0,0,7,38,25,25,false
    7,0,4,0,33,81,0,0,0,0,0,0,9,38,33,33,false
    4,0,0,0,29,73,0,0,0,0,0,0,7,37,29,29,false
    4,0,0,0,29,74,0,0,0,0,0,0,7,37,29,29,false
    1,0,2,0,18,59,0,0,0,0,0,0,8,32,18,18,false
    1,0,2,0,40,87,0,0,0,0,0,0,13,33,40,40,false
    2,0,2,0,60,121,0,0,0,0,0,0,20,40,60,60,false
    1,0,2,0,52,107,0,0,0,0,0,0,15,39,52,52,false
    1,0,2,0,29,76,0,0,0,0,0,0,12,34,29,29,false
    2,0,2,0,64,128,0,0,0,0,0,0,21,42,64,64,false
    4,0,2,0,27,71,0,0,0,0,0,0,7,36,27,27,false
    2,0,2,0,16,66,0,0,1,0,0,0,7,42,16,16,false
    11,0,2,0,74,138,0,0,0,0,0,0,12,51,74,74,false
    2,0,2,0,16,61,0,0,1,0,0,0,7,37,16,16,false
    20,0,4,0,104,159,0,0,0,1,0,0,9,45,104,104,false
    18,0,4,0,99,161,0,0,0,1,0,0,12,49,99,99,false
    2,0,2,0,15,60,0,0,1,0,0,0,7,37,15,15,false
    1,0,2,0,16,62,0,0,1,0,0,0,7,38,16,16,false
    2,0,2,0,16,60,0,0,1,0,0,0,7,36,16,16,false
    5,0,0,0,41,97,0,0,1,1,0,0,10,45,41,41,false
    5,0,0,0,41,93,0,0,1,1,0,0,9,42,41,41,false
    2,0,2,0,17,61,0,0,1,0,0,0,7,36,17,17,false
    3,0,2,0,20,66,0,0,1,0,0,0,8,37,20,20,false
    2,0,2,0,16,62,0,0,1,0,0,0,8,37,16,16,false
    2,0,2,0,23,68,0,0,0,2,0,0,6,38,23,23,false
    10,0,3,0,51,105,0,0,0,0,0,0,11,42,51,51,false
    3,0,2,0,18,63,0,0,1,0,0,0,7,37,18,18,false
    4,0,2,0,24,71,0,0,0,0,0,0,9,37,24,24,false
    1,0,2,0,15,60,0,0,1,0,0,0,7,37,15,15,false
    1,0,2,0,15,60,0,0,1,0,0,0,7,37,15,15,false
    2,0,2,0,34,79,0,0,1,0,0,0,13,31,34,34,false
    5,0,2,0,49,100,0,0,0,0,0,0,17,33,49,49,false
    2,0,3,0,41,99,0,0,1,0,0,0,16,41,41,41,false
    13,0,4,0,57,148,0,0,0,1,0,0,15,75,57,57,false
    2,0,2,1,38,91,0,0,0,0,0,0,15,37,38,38,false
    2,0,3,0,19,60,0,0,0,0,0,0,6,34,19,19,false
    2,0,3,0,37,93,0,0,0,0,0,0,15,40,37,37,false
    2,0,2,1,36,89,0,0,0,0,0,0,15,37,36,36,false
    2,0,2,1,36,89,0,0,0,0,0,0,15,37,36,36,false
    2,0,3,0,26,70,0,0,0,0,0,0,9,34,26,26,false
    2,0,3,0,26,69,0,0,0,0,0,0,7,35,26,26,false
    2,0,2,1,37,90,0,0,0,0,0,0,15,37,37,37,false
    2,0,2,1,37,90,0,0,0,0,0,0,15,37,37,37,false
    6,0,3,0,39,81,0,0,0,0,0,0,7,34,39,39,false
    2,0,2,1,38,91,0,0,0,0,0,0,15,37,38,38,false
    2,0,2,1,38,91,0,0,0,0,0,0,15,37,38,38,false
    2,0,2,0,20,65,0,0,0,0,0,0,8,36,20,20,false
    3,0,3,0,33,88,0,0,0,0,0,0,10,44,33,33,false
    1,0,2,0,48,106,0,0,0,0,0,0,19,38,48,48,false
    2,0,4,0,88,172,0,0,0,1,0,0,27,56,88,88,false
    7,0,4,0,123,250,0,0,0,0,0,0,39,87,123,123,false
    1,0,2,0,30,76,0,0,0,0,0,0,10,35,30,30,false
    18,0,3,0,126,242,0,0,0,0,0,0,21,94,126,126,false
    1,0,2,0,41,88,0,0,0,0,0,0,14,32,41,41,false
    1,0,2,0,22,66,0,0,0,0,0,0,8,35,22,22,false
    1,0,2,0,6,45,0,0,0,0,0,0,5,33,6,6,false
    1,0,2,0,6,46,0,0,0,0,0,0,4,35,6,6,false
    3,0,3,0,35,100,0,0,0,0,0,0,12,52,35,35,false
    16,0,2,0,139,251,0,0,0,0,0,0,23,88,139,139,false
    2,0,2,0,36,96,0,0,0,0,0,0,14,45,36,36,false
    1,0,2,0,40,90,0,0,0,0,0,0,14,35,40,40,false
    1,0,2,0,36,86,0,0,0,0,0,0,17,32,36,36,false
    1,0,2,0,49,96,0,0,0,0,0,0,14,32,49,49,false
    1,0,2,0,6,45,0,0,0,0,0,0,5,33,6,6,false
    6,0,2,0,86,170,0,0,1,0,0,0,26,57,86,86,false
    8,0,3,0,142,300,0,0,1,0,0,0,46,111,142,142,false
    11,0,9,0,90,168,0,0,0,0,0,0,18,59,90,90,false
    1,0,2,0,6,45,0,0,0,0,0,0,5,33,6,6,false
    1,0,2,0,6,44,0,0,0,0,0,0,4,33,6,6,false
    5,0,2,0,50,110,0,0,0,0,0,0,12,47,50,50,false
    2,0,3,0,15,57,0,0,0,0,0,0,7,34,15,15,false
    2,0,2,0,20,67,0,0,1,0,0,0,7,39,20,20,false
    3,0,2,0,17,61,0,0,1,0,0,0,8,35,17,17,false
    2,0,2,0,17,60,0,0,1,0,0,0,7,35,17,17,false
    1,0,2,0,17,66,0,0,1,0,0,0,7,41,17,17,false
    1,0,2,0,16,65,0,0,1,0,0,0,7,41,16,16,false
    5,0,2,0,51,113,0,0,0,0,0,0,12,49,51,51,false
    2,0,2,0,23,66,0,0,0,2,0,0,7,35,23,23,false
    7,0,3,0,56,116,0,0,0,0,0,0,12,47,56,56,false
    3,0,2,0,19,65,0,0,0,0,0,0,8,37,19,19,false
    3,0,2,0,18,63,0,0,1,0,0,0,7,37,18,18,false
    1,0,2,0,15,62,0,0,1,0,0,0,8,38,15,15,false
    1,0,2,0,15,60,0,0,1,0,0,0,7,37,15,15,false
    1,0,3,0,68,153,0,0,0,0,0,0,22,62,68,68,false
    6,0,1,0,53,116,0,0,0,0,0,0,16,46,53,53,false
    4,0,0,0,44,101,0,0,0,0,0,0,16,40,44,44,false
    1,0,2,0,16,61,0,0,1,0,0,0,8,36,16,16,false
    1,0,2,0,16,65,0,0,1,0,0,0,8,40,16,16,false
    1,0,3,0,22,69,0,0,1,0,0,0,10,36,22,22,false
    4,0,4,0,41,119,0,0,0,1,0,0,12,65,41,41,false
    1,0,3,0,20,67,0,0,1,0,0,0,10,36,20,20,false
    2,0,4,0,24,81,0,0,1,0,0,0,10,46,24,24,false
    2,0,4,0,28,77,0,0,0,0,0,0,9,39,28,28,false
    1,0,2,0,16,62,0,0,1,0,0,0,8,37,16,16,false
    1,0,3,0,20,67,0,0,1,0,0,0,10,36,20,20,false
    1,0,3,0,22,69,0,0,1,0,0,0,10,36,22,22,false
    1,0,3,0,22,69,0,0,1,0,0,0,10,36,22,22,false
    1,0,3,0,21,67,0,0,1,0,0,0,9,36,21,21,false
    1,0,2,0,16,65,0,0,1,0,0,0,8,40,16,16,false
    4,0,4,0,28,92,0,0,1,0,0,0,13,50,28,28,false
    3,0,3,0,32,80,0,0,0,0,0,0,10,37,32,32,false
    3,0,3,0,32,85,0,0,0,0,0,0,9,43,32,32,false
    4,0,3,0,32,82,0,0,0,0,0,0,11,38,32,32,false
    2,0,3,0,27,75,0,0,0,0,0,0,10,37,27,27,false
    3,0,1,3,40,79,0,0,0,0,0,0,9,29,38,38,true
    5,0,2,0,47,101,0,0,0,0,0,0,12,41,47,47,false
    12,0,3,0,95,169,0,0,0,0,0,0,17,56,95,95,false
    1,0,3,0,24,68,0,0,0,0,0,0,9,34,24,24,false
    4,0,5,0,73,160,0,0,1,0,0,0,22,63,73,73,false
    2,0,3,0,50,117,0,0,0,0,0,0,17,49,50,50,false
    1,0,2,0,14,62,0,0,0,0,0,0,13,34,14,14,false
    1,0,2,0,34,83,0,0,0,0,0,0,12,36,34,34,false
    13,0,6,0,86,151,0,0,0,0,0,0,16,48,86,86,false
    1,0,3,0,20,66,0,0,0,0,0,0,11,34,20,20,false
    1,0,3,0,28,95,0,0,0,0,0,0,14,52,28,28,false
    1,0,4,0,60,137,0,0,0,0,0,0,18,58,60,60,false
    1,0,3,0,46,118,0,0,0,0,0,0,17,54,46,46,false
    1,0,2,0,24,69,0,0,0,0,0,0,11,33,24,24,false
    1,0,4,0,52,137,0,0,0,0,0,0,16,68,52,52,false
    1,0,2,0,15,59,0,0,0,0,0,0,9,34,15,15,false
    1,0,3,0,25,69,0,0,0,0,0,0,9,34,25,25,false
    1,0,2,0,72,120,0,0,0,0,0,0,13,34,72,72,false
    2,0,0,0,30,84,0,0,1,0,0,0,10,43,30,30,false
    1,0,3,0,14,54,0,0,1,0,0,0,6,33,14,14,false
    1,0,3,0,66,120,0,0,0,0,0,0,16,37,66,66,false
    1,0,2,0,15,59,0,0,1,0,0,0,7,36,15,15,false
    1,0,2,0,14,62,0,0,1,0,0,0,8,39,14,14,false
    1,0,2,0,15,61,0,0,1,0,0,0,7,38,15,15,false
    1,0,2,0,15,61,0,0,1,0,0,0,7,38,15,15,false
    1,0,0,0,21,65,0,0,0,0,0,0,8,35,21,21,false
    1,0,0,0,15,61,0,0,1,0,0,0,7,38,15,15,false
    1,0,3,0,15,59,0,0,0,0,0,0,8,35,15,15,false
    1,0,2,0,16,60,0,0,1,0,0,0,7,36,16,16,false
    1,0,3,0,15,58,0,0,0,0,0,0,7,35,15,15,false
    1,0,2,0,15,60,0,0,1,0,0,0,8,36,15,15,false
