@RELATION BugPrediction-unified-class.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE numberOfVersionsUntil NUMERIC
    @ATTRIBUTE numberOfFixesUntil NUMERIC
    @ATTRIBUTE numberOfRefactoringsUntil NUMERIC
    @ATTRIBUTE numberOfAuthorsUntil NUMERIC
    @ATTRIBUTE linesAddedUntil NUMERIC
    @ATTRIBUTE maxLinesAddedUntil NUMERIC
    @ATTRIBUTE avgLinesAddedUntil NUMERIC
    @ATTRIBUTE linesRemovedUntil NUMERIC
    @ATTRIBUTE maxLinesRemovedUntil NUMERIC
    @ATTRIBUTE avgLinesRemovedUntil NUMERIC
    @ATTRIBUTE codeChurnUntil NUMERIC
    @ATTRIBUTE maxCodeChurnUntil NUMERIC
    @ATTRIBUTE avgCodeChurnUntil NUMERIC
    @ATTRIBUTE ageWithRespectTo NUMERIC
    @ATTRIBUTE weightedAgeWithRespectTo NUMERIC
    @ATTRIBUTE cbo NUMERIC
    @ATTRIBUTE dit NUMERIC
    @ATTRIBUTE fanIn NUMERIC
    @ATTRIBUTE fanOut NUMERIC
    @ATTRIBUTE lcom NUMERIC
    @ATTRIBUTE noc NUMERIC
    @ATTRIBUTE numberOfAttributes NUMERIC
    @ATTRIBUTE numberOfAttributesInherited NUMERIC
    @ATTRIBUTE numberOfLinesOfCode NUMERIC
    @ATTRIBUTE numberOfMethods NUMERIC
    @ATTRIBUTE numberOfMethodsInherited NUMERIC
    @ATTRIBUTE numberOfPrivateAttributes NUMERIC
    @ATTRIBUTE numberOfPrivateMethods NUMERIC
    @ATTRIBUTE numberOfPublicAttributes NUMERIC
    @ATTRIBUTE numberOfPublicMethods NUMERIC
    @ATTRIBUTE rfc NUMERIC
    @ATTRIBUTE wmc NUMERIC
    @ATTRIBUTE CvsEntropy NUMERIC
    @ATTRIBUTE CvsWEntropy NUMERIC
    @ATTRIBUTE CvsLinEntropy NUMERIC
    @ATTRIBUTE CvsLogEntropy NUMERIC
    @ATTRIBUTE CvsExpEntropy NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,1,4,4,15,0,2,0,0,3,0,0.0222222,1,0,0,2,0.0222222,1,0,0,0,0,0,44,53,0,2,0,2,3,0,1,0,3,31,0,1,0,44,53,0,2,0,2,3,0,1,0,3,31,0,1,0,9,1,0,6,34.0,10.0,3.77778,33.0,16.0,3.66667,1.0,10.0,0.111111,300.571,72.8992,5.98276,0.00261611,0.0158814,0.159804,0.0344317,5,1,2,3,6,0,0,0,48.0,4.0,6,0,2,0.0,2,24.0,14.0,false
    0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,8,11,0,0,0,0,1,0,1,0,1,4,0,1,0,8,11,0,0,0,0,1,0,1,0,1,4,0,1,0,5,1,0,3,5.0,2.0,1.0,6.0,2.0,1.2,-1.0,0.0,-0.2,151.429,55.8286,5.84059,0.00131365,0.0160157,0.15795,0.0344306,2,1,0,2,0,0,0,0,7.0,1.0,6,0,0,0.0,1,4.0,2.0,false
    0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,0,3,0.5,0.413793,12,11,1,1,0.418605,18,0,0,0,0,0,17,35,1,0,1,0,3,0,1,0,3,8,0,1,0,25,51,1,0,1,0,5,0,3,0,5,10,0,3,0,2,0,0,2,3.0,3.0,1.5,8.0,8.0,4.0,-5.0,0.0,-2.5,147.571,113.429,1.76682,2.74359e-4,0.0100966,0.0617154,0.0339284,2,1,1,1,3,0,1,0,16.0,3.0,0,1,0,0.0,1,7.0,4.0,false
    0,0,0,0,0,0,0,0,1,3,2,20,3,10,16,2,13,0,0,0,0,0,5,0,0,0,0,5,7,0,60,75,1,1,1,1,11,0,4,1,11,35,0,4,1,60,75,1,1,1,1,11,0,4,1,11,35,0,4,1,5,0,0,2,212.0,76.0,42.4,40.0,31.0,8.0,172.0,76.0,34.4,148.429,16.8288,3.26332,0.02535,0.0121046,0.0964264,0.0340244,10,1,6,4,36,5,1,0,51.0,9.0,0,1,0,0.0,4,31.0,15.0,false
    0,0,0,0,0,0,0,0,1,0,0,2,3,2,1,2,4,0,0,0,0,0,2,0,0,2,2,0,0,1,8,11,2,3,0,0,2,0,1,0,8,2,0,7,0,8,11,2,3,0,0,2,0,1,0,8,2,0,7,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0,0,0,0,0,0,1,3,1,0,1,0,0,1,6.0,2.0,13,0,0,0.0,1,3.0,2.0,false
    0,0,0,0,0,0,0,0,0,3,3,27,11,17,10,9,22,0.0909091,0.184211,21,13,1,10,0.172131,21,0,0,3,4,0,93,134,5,7,5,7,13,0,10,0,13,59,0,10,0,101,142,5,7,5,7,15,0,12,0,15,63,0,12,0,16,0,0,5,256.0,58.0,16.0,70.0,46.0,4.375,186.0,58.0,11.625,149.857,52.9375,12.2306,0.0636154,0.0373907,0.341364,0.0856906,11,1,5,6,66,3,5,0,98.0,12.0,0,3,1,0.0,9,39.0,22.0,false
    0,0,0,0,0,0,0,0,1,2,2,23,3,9,10,1,11,0,0.010989,1,0,0,8,0.010989,1,1,2,0,0,2,90,104,31,2,3,2,10,0,7,0,10,61,28,7,0,90,104,31,2,3,2,10,0,7,0,10,61,28,7,0,25,2,0,9,244.0,47.0,9.76,129.0,26.0,5.16,115.0,33.0,4.6,335.286,147.823,12.2832,0.0302827,0.0331938,0.330444,0.0699515,9,1,7,2,36,0,3,28,85.0,9.0,9,3,2,0.0,7,36.0,21.0,false
    0,0,0,0,0,0,0,0,1,2,1,4,1,1,1,1,3,1,0.5,15,10,2,0,0.424242,28,0,0,0,0,0,15,33,0,0,0,0,2,0,1,0,2,8,0,1,0,38,68,0,0,0,0,5,0,4,0,5,21,0,4,0,2,0,0,2,5.0,5.0,2.5,8.0,8.0,4.0,-3.0,0.0,-1.5,51.8571,17.7143,1.76682,3.24243e-4,0.0100966,0.0617154,0.0339284,3,1,1,2,1,0,0,0,17.0,2.0,0,0,0,0.0,1,5.0,4.0,false
    0.127894,1,4,2,0.129964,0.132653,36,26,10,2,2,47,0,4,4,0,24,0.105263,0.251938,65,25,2,17,0.249042,65,0,0,0,0,0,193,271,1,1,1,1,24,0,18,0,24,116,0,18,0,196,277,1,1,1,1,24,0,18,0,24,116,0,18,0,8,0,0,4,335.0,221.0,41.875,175.0,65.0,21.875,160.0,169.0,20.0,110.857,20.8367,5.15869,0.133329,0.0166206,0.147555,0.0360106,6,1,3,3,136,0,1,0,142.0,17.0,6,1,5,0.0,12,58.0,34.0,true
    0,0,0,0,0,0,0,0,1,3,3,8,2,3,2,2,4,0,0.0384615,1,0,0,3,0.0384615,1,1,1,0,0,1,25,29,3,3,1,0,2,0,2,0,6,13,0,6,0,25,29,3,3,1,0,2,0,2,0,6,13,0,6,0,4,0,0,2,13.0,8.0,3.25,30.0,20.0,7.5,-17.0,2.0,-4.25,118.143,6.59341,2.90397,0.0094151,0.0120073,0.0895433,0.0342557,2,2,2,0,1,0,1,1,22.0,2.0,10,1,0,0.0,2,8.0,5.0,false
    0,0,0,0,0,0,0,0,3,2,2,35,13,4,4,10,25,0,0,0,0,0,15,0.00462963,1,1,1,0,0,1,103,126,13,15,8,8,15,0,14,0,24,59,0,20,0,215,253,17,17,11,10,28,0,23,0,53,136,0,35,2,32,3,0,4,254.0,78.0,7.9375,122.0,50.0,3.8125,132.0,74.0,4.125,147.429,32.0484,16.5679,0.0467654,0.0415204,0.440819,0.0673065,11,2,1,10,78,0,8,2,93.0,13.0,11,8,0,0.0,12,38.0,30.0,false
    0,0,0,0,0,0,0,0,1,2,2,5,1,2,2,1,4,0,0.0555556,1,0,0,3,0.0555556,1,1,1,2,2,1,17,21,2,3,0,0,3,0,2,0,7,11,0,6,0,17,21,2,3,0,0,3,0,2,0,7,11,0,6,0,4,0,0,2,13.0,10.0,3.25,20.0,19.0,5.0,-7.0,10.0,-1.75,118.0,46.5604,4.50348,0.0115197,0.0167792,0.135081,0.0404484,3,2,0,3,3,2,0,1,15.0,3.0,10,0,0,0.0,2,10.0,4.0,false
    0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,1,0,0.3,6,0,0,2,0.3,6,0,0,0,0,0,14,20,3,0,3,0,1,3,1,0,1,7,3,1,0,14,20,3,0,3,0,1,3,1,0,1,7,3,1,0,6,0,0,3,27.0,15.0,4.5,18.0,12.0,3.0,9.0,11.0,1.5,147.571,38.5979,7.20153,0.00421232,0.018764,0.192897,0.0353264,3,1,3,0,0,0,3,0,10.0,1.0,0,0,0,0.0,1,7.0,1.0,false
    0,0,0,0,0,0,0,0,1,3,3,10,10,2,2,9,12,0,0.0285714,1,0,0,3,0.0285714,1,1,1,0,0,1,34,38,2,4,2,1,3,0,2,0,8,23,0,7,0,34,38,2,4,2,1,3,0,2,0,8,23,0,7,0,7,0,1,4,39.0,17.0,5.57143,13.0,8.0,1.85714,26.0,16.0,3.71429,106.286,26.7253,8.35105,0.0136788,0.0263075,0.239145,0.0478755,10,2,2,8,3,0,2,0,30.0,3.0,11,2,1,0.0,2,20.0,10.0,false
    0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,4,0.4,0.333333,7,7,2,3,0.333333,7,0,0,0,0,0,14,26,0,1,0,1,4,0,4,1,4,4,0,4,1,14,26,0,1,0,1,4,0,4,1,4,4,0,4,1,2,0,0,2,4.0,4.0,2.0,7.0,7.0,3.5,-3.0,0.0,-1.5,148.429,114.286,1.76682,2.74359e-4,0.0100966,0.0617154,0.0339284,1,1,1,0,3,0,0,0,9.0,3.0,0,0,0,0.0,3,3.0,3.0,false
    0,0,0,0,0,0,0,0,1,0,0,3,0,2,3,0,3,0.25,0.1875,3,3,1,3,0.1875,3,0,0,0,0,0,13,21,1,0,1,0,3,0,3,0,3,4,0,3,0,13,21,1,0,1,0,3,0,3,0,3,4,0,3,0,3,1,0,2,7.0,4.0,2.33333,7.0,4.0,2.33333,0.0,0.0,0.0,104.286,72.7755,2.71813,0.00333712,0.0166509,0.0972656,0.0585437,0,1,0,0,3,0,1,0,10.0,3.0,0,1,0,0.0,3,4.0,3.0,false
    0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,8,11,0,0,0,0,2,0,1,0,2,2,0,1,0,25,33,2,0,2,0,6,0,5,1,6,7,0,5,1,3,1,0,2,5.0,4.0,1.66667,4.0,3.0,1.33333,1.0,1.0,0.333333,130.857,78.0571,3.18664,5.31351e-4,0.0122967,0.0957854,0.0341758,2,1,1,1,1,0,0,0,6.0,2.0,0,0,0,0.0,1,3.0,2.0,false
    0,0,0,0,0,0,0,0,1,0,0,2,2,4,6,0,2,0,0,0,0,0,3,0.0217391,3,0,0,0,0,0,18,23,3,0,3,0,2,0,2,0,2,8,0,2,0,135,169,8,9,8,9,17,0,17,0,17,77,0,17,0,12,2,0,4,145.0,37.0,12.0833,91.0,34.0,7.58333,54.0,26.0,4.5,130.857,85.5951,8.29798,0.100987,0.0400425,0.265539,0.130547,4,1,3,1,1,0,3,0,16.0,2.0,0,3,0,0.0,2,6.0,2.0,false
    0,0,0,0,0,0,0,0,1,3,3,17,0,1,1,0,5,0.2,0.0714286,5,4,1,4,0.0714286,5,0,0,0,0,0,65,85,5,0,5,0,5,0,4,0,5,43,0,4,0,65,85,5,0,5,0,5,0,4,0,5,43,0,4,0,4,0,0,3,11.0,10.0,2.75,22.0,19.0,5.5,-11.0,0.0,-2.75,130.0,92.974,4.7997,0.00254292,0.0186918,0.146801,0.0438528,1,1,1,0,10,0,5,0,68.0,5.0,0,5,1,0.0,4,19.0,17.0,false
    0,0,0,0,0,0,0,0,0,1,1,10,2,1,1,2,6,0.8,0.454545,25,15,4,1,0.454545,25,0,0,0,0,0,30,60,1,3,1,3,4,0,4,0,4,15,0,4,0,30,60,1,3,1,3,4,0,4,0,4,15,0,4,0,3,0,0,3,27.0,22.0,9.0,30.0,17.0,10.0,-3.0,5.0,-1.0,92.2857,56.963,1.77712,0.00221995,0.00961856,0.0609203,0.0309529,4,1,1,3,6,0,1,0,39.0,4.0,6,1,0,0.0,4,11.0,10.0,false
    0,0,0,0,0,0,0,0,2,1,1,7,1,8,9,0,5,0.333333,0.28125,9,9,2,4,0.173077,9,0,0,2,2,0,23,39,0,3,0,3,5,0,5,0,5,9,0,5,0,43,61,0,3,0,3,9,0,9,0,9,21,0,9,0,8,1,0,5,90.0,47.0,11.25,55.0,27.0,6.875,35.0,47.0,4.375,106.286,29.1524,7.69368,0.0360164,0.0276421,0.227626,0.0650362,5,1,4,1,10,2,0,0,44.0,5.0,6,0,0,0.0,5,14.0,11.0,false
    0.528169,1,5,1,0.355932,0.486486,21,18,1,3,3,12,0,2,2,0,2,1,0.269231,14,13,3,0,0.269231,14,0,0,0,0,0,38,59,0,0,0,0,2,0,2,0,2,26,0,2,0,38,59,0,0,0,0,2,0,2,0,2,26,0,2,0,2,0,0,2,13.0,13.0,6.5,16.0,16.0,8.0,-3.0,0.0,-1.5,92.2857,58.1429,1.76682,7.23311e-4,0.0100966,0.0617154,0.0339284,3,1,2,1,1,0,0,0,45.0,2.0,6,0,0,0.0,2,10.0,11.0,false
    0,0,0,0,0,0,0,0,1,1,1,5,8,2,1,7,9,0,0,0,0,0,2,0,0,2,2,0,0,1,22,26,3,3,1,0,2,0,1,0,8,13,0,7,0,22,26,3,3,1,0,2,0,1,0,8,13,0,7,0,6,0,1,3,6.0,2.0,1.0,21.0,18.0,3.5,-15.0,1.0,-2.5,118.0,30.2143,5.99576,0.00693483,0.0208205,0.176426,0.0445658,6,3,1,5,1,0,1,1,19.0,2.0,13,0,0,1.0,1,12.0,4.0,false
    0,0,0,0,0,0,0,0,1,1,1,9,7,1,1,7,11,0,0,0,0,0,5,0,0,2,2,0,0,1,31,37,15,18,3,2,4,0,4,0,30,17,0,22,0,31,37,15,18,3,2,4,0,4,0,30,17,0,22,0,9,0,0,3,34.0,17.0,3.77778,25.0,16.0,2.77778,9.0,16.0,1.0,112.286,17.4034,8.70673,0.016626,0.0278744,0.250397,0.0525197,5,3,1,4,6,0,3,2,26.0,4.0,25,3,0,0.0,4,13.0,9.0,false
    0,0,0,0,0,0,0,0,1,7,5,49,22,2,2,34,44,0,0.0873016,11,0,0,3,0.0873016,11,1,1,0,0,1,115,139,1,11,1,8,10,0,2,0,15,84,0,7,0,115,139,1,11,1,8,10,0,2,0,15,84,0,7,0,9,0,0,3,150.0,51.0,16.6667,112.0,63.0,12.4444,38.0,18.0,4.22222,106.286,28.0886,7.66405,0.0469141,0.0259251,0.224176,0.052152,20,2,2,18,45,0,1,0,125.0,10.0,11,1,8,0.0,2,80.0,48.0,false
    0,0,0,0,0,0,0,0,1,1,1,10,1,2,2,1,8,0.428571,0.243243,9,9,3,4,0.243243,9,0,0,0,0,0,28,45,2,0,2,0,7,0,6,1,7,11,0,6,1,28,45,2,0,2,0,7,0,6,1,7,11,0,6,1,10,0,0,4,36.0,10.0,3.6,26.0,8.0,2.6,10.0,10.0,1.0,227.429,88.4841,10.2185,0.00667513,0.0208912,0.255261,0.0344906,3,1,2,1,15,0,2,0,20.0,6.0,6,2,1,0.0,5,12.0,8.0,false
    0,0,0,0,0,0,0,0,1,3,2,12,2,5,4,3,6,0,0.265625,17,3,0,3,0.265625,17,1,1,0,0,1,47,68,3,3,1,0,3,0,2,0,7,30,0,6,0,47,68,3,3,1,0,3,0,2,0,7,30,0,6,0,6,0,0,3,80.0,50.0,13.3333,20.0,9.0,3.33333,60.0,43.0,10.0,118.0,51.3429,5.88907,0.0179567,0.0216427,0.176443,0.0493192,6,2,4,2,3,0,1,1,57.0,3.0,10,1,1,0.0,2,19.0,11.0,false
    0,0,0,0,0,0,0,0,1,1,1,3,2,2,1,2,4,0,0,0,0,0,3,0,0,1,1,0,0,1,11,15,3,3,1,0,2,0,2,0,6,4,0,6,0,11,15,3,3,1,0,2,0,2,0,6,4,0,6,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,8.0,2.0,10,1,0,0.0,2,4.0,3.0,false
    0,0,0,0,0,0,0,0,3,4,4,25,4,3,1,4,14,0,0,0,0,0,10,0,0,0,0,0,0,0,69,83,8,3,8,3,10,3,9,0,10,31,3,9,0,69,83,8,3,8,3,10,3,9,0,10,31,3,9,0,3,0,0,3,13.0,12.0,4.33333,67.0,46.0,22.3333,-54.0,0.0,-18.0,106.143,67.5275,3.17095,0.00990829,0.0131168,0.0982862,0.0354147,6,1,1,5,45,0,8,0,59.0,10.0,6,1,0,0.0,9,26.0,25.0,false
    0,0,0,0,0,0,0,0,1,4,4,23,7,5,5,6,11,0,0.04,3,0,0,5,0.04,3,1,1,0,0,1,72,84,4,5,2,2,5,0,4,0,9,50,0,8,0,72,84,4,5,2,2,5,0,4,0,9,50,0,8,0,5,0,0,3,44.0,22.0,8.8,17.0,11.0,3.4,27.0,17.0,5.4,117.429,36.8799,6.15544,0.0191429,0.0199856,0.177006,0.0414503,11,2,4,7,10,0,2,1,73.0,5.0,10,2,1,0.0,4,25.0,22.0,false
    0,0,0,0,0,0,0,0,3,2,2,42,14,10,15,12,29,0.0769231,0.0413223,5,4,1,12,0.0413223,5,1,1,1,1,1,116,144,12,16,7,9,17,0,12,0,26,68,0,18,0,116,144,12,16,7,9,17,0,12,0,26,68,0,18,0,23,1,0,4,163.0,34.0,7.08696,127.0,54.0,5.52174,36.0,25.0,1.56522,148.429,48.9246,16.617,0.0337362,0.0436979,0.450625,0.0658734,15,2,5,10,120,1,7,2,109.0,16.0,11,7,2,0.0,11,52.0,41.0,false
    0,0,0,0,0,0,0,0,1,3,3,11,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,43,56,1,0,1,0,3,0,1,0,3,30,0,1,0,43,56,1,0,1,0,3,0,1,0,3,30,0,1,0,4,0,0,3,6.0,4.0,1.5,9.0,7.0,2.25,-3.0,0.0,-0.75,147.571,83.0476,4.30172,0.00123235,0.0140827,0.122757,0.0344154,2,1,1,1,6,0,1,0,50.0,4.0,6,0,1,0.0,2,14.0,10.0,false
    0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1,2,0,0.214286,3,0,0,2,0.214286,3,0,0,0,0,0,11,13,3,0,3,0,1,3,1,0,1,4,3,1,0,11,13,3,0,3,0,1,3,1,0,1,4,3,1,0,12,0,0,6,25.0,4.0,2.08333,36.0,15.0,3.0,-11.0,3.0,-0.916667,241.0,72.7657,7.91219,0.00353889,0.018332,0.204045,0.0344528,3,1,2,1,0,0,3,0,6.0,1.0,0,0,0,0.0,1,6.0,1.0,false
    0,0,0,0,0,0,0,0,2,2,1,8,5,1,1,3,7,0,0.0967742,3,0,0,3,0.0967742,3,1,1,0,0,1,28,37,3,1,2,1,4,0,2,0,12,15,0,5,1,28,37,3,1,2,1,4,0,2,0,12,15,0,5,1,16,0,0,7,145.0,24.0,9.0625,111.0,24.0,6.9375,34.0,21.0,2.125,241.0,84.1744,8.81525,0.0203456,0.0229261,0.235264,0.0449365,3,2,1,2,6,0,2,0,27.0,4.0,9,2,0,0.0,2,14.0,8.0,false
    0.864865,1,5,1,0.730769,0.761905,19,16,1,2,2,6,0,1,1,0,2,0,0.125,3,0,0,2,0.125,3,0,0,0,0,0,21,26,0,0,0,0,2,0,1,0,2,12,0,1,0,21,26,0,0,0,0,2,0,1,0,2,12,0,1,0,10,0,0,6,89.0,77.0,8.9,150.0,59.0,15.0,-61.0,58.0,-6.1,241.0,92.0546,8.62632,0.0159929,0.0193103,0.220689,0.0345061,1,1,1,0,1,0,0,0,22.0,2.0,0,0,0,0.0,1,6.0,6.0,false
    0,0,0,0,0,0,0,0,2,2,1,8,4,1,1,2,6,0,0.162162,6,0,0,3,0.162162,6,1,1,0,0,1,31,40,3,1,2,1,4,0,2,0,12,18,0,5,1,31,40,3,1,2,1,4,0,2,0,12,18,0,5,1,18,0,0,8,156.0,24.0,8.66667,126.0,23.0,7.0,30.0,20.0,1.66667,241.0,86.6639,10.6649,0.0243854,0.0343736,0.299704,0.0876613,2,2,1,1,6,0,2,0,29.0,4.0,9,2,0,0.0,2,14.0,8.0,false
    0,0,0,0,0,0,0,0,3,4,2,40,19,6,14,27,37,0.8,0.349112,59,47,8,2,0.349112,59,0,0,0,0,0,110,176,0,5,0,5,10,0,9,0,10,82,0,9,0,110,176,0,5,0,5,10,0,9,0,10,82,0,9,0,14,1,1,5,378.0,120.0,27.0,133.0,64.0,9.5,245.0,117.0,17.5,117.143,24.0718,10.5179,0.148072,0.0454199,0.327386,0.118382,24,1,5,19,36,0,0,0,116.0,9.0,6,0,0,0.0,9,81.0,38.0,false
    0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,5,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,0,0,5,7.0,3.0,1.16667,8.0,3.0,1.33333,-1.0,0.0,-0.166667,241.0,62.9592,5.98276,0.00211727,0.0158814,0.159804,0.0344317,2,1,2,0,1,0,0,0,3.0,2.0,6,0,0,0.0,2,2.0,4.0,false
    0,0,0,0,0,0,0,0,3,2,2,17,4,7,7,2,8,0.2,0.0909091,6,3,1,4,0.0909091,6,0,0,0,0,0,60,79,3,1,3,1,6,2,4,0,6,37,2,4,0,60,79,3,1,3,1,6,2,4,0,6,37,2,4,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4286,0,0,0,0,0,0,10,1,6,4,15,0,3,0,61.0,6.0,6,1,2,0.0,4,30.0,17.0,false
    0.651376,5,14,5,0.396226,0.474576,42,28,1,4,1,16,15,1,5,9,17,0.714286,0.37234,35,21,5,2,0.37234,35,1,2,0,0,2,59,106,7,6,5,4,8,0,6,0,14,32,0,10,0,59,106,7,6,5,4,8,0,6,0,14,32,0,10,0,9,0,0,3,323.0,143.0,35.8889,47.0,32.0,5.22222,276.0,143.0,30.6667,61.1429,4.77444,6.4348,0.0501229,0.0420675,0.232775,0.142203,7,2,1,6,28,0,5,0,68.0,8.0,8,5,0,0.0,6,21.0,16.0,false
    0.546392,1,4,1,0.24,0.407407,12,11,1,3,2,9,3,2,2,4,9,1,0.4375,21,19,6,0,0.4375,21,1,1,0,0,1,27,50,0,3,0,3,5,0,5,0,8,12,0,8,0,27,50,0,3,0,3,5,0,5,0,8,12,0,8,0,6,0,0,2,157.0,75.0,26.1667,9.0,6.0,1.5,148.0,75.0,24.6667,61.1429,2.09736,4.33338,0.0183949,0.0185353,0.13686,0.0475072,4,2,2,2,10,0,0,0,27.0,5.0,9,0,0,0.0,5,12.0,9.0,false
    0,0,0,0,0,0,0,0,1,4,4,18,4,1,3,5,11,0.833333,0.408163,40,25,5,1,0.408163,40,0,0,0,0,0,58,100,2,2,2,2,6,0,5,0,6,33,0,5,0,58,100,2,2,2,2,6,0,5,0,6,33,0,5,0,7,0,0,2,312.0,138.0,44.5714,49.0,34.0,7.0,263.0,138.0,37.5714,61.1429,3.24863,4.33338,0.0202006,0.0185353,0.13686,0.0475072,5,1,1,5,15,0,2,0,68.0,6.0,6,2,1,0.0,5,30.0,18.0,false
    0,0,0,0,0,0,0,0,5,3,3,32,6,1,1,7,19,0.9,0.431579,82,70,9,1,0.431579,82,0,0,0,0,0,108,198,2,0,2,0,12,1,9,1,12,59,1,9,1,108,198,2,0,2,0,12,1,9,1,12,59,1,9,1,11,0,0,4,574.0,223.0,52.1818,123.0,95.0,11.1818,451.0,223.0,41.0,61.1429,5.70508,5.02919,0.0330101,0.0210204,0.157739,0.0521834,5,1,1,5,66,0,2,0,114.0,12.0,0,1,2,0.0,9,35.0,30.0,false
    0.23494,5,10,5,0.184751,0.242718,63,50,15,3,3,51,19,3,5,24,54,0.666667,0.372,93,75,8,4,0.315615,95,3,3,0,0,1,157,284,11,30,1,7,30,0,11,0,101,77,0,51,5,206,341,11,32,1,9,36,0,16,0,107,107,0,56,5,12,0,0,5,827.0,301.0,68.9167,139.0,98.0,11.5833,688.0,301.0,57.3333,61.1429,5.90672,8.16874,0.116717,0.0467862,0.282248,0.147652,15,3,0,15,435,0,1,1,236.0,30.0,72,1,10,0.0,11,96.0,58.0,false
    0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,3,0,0.111111,1,0,0,3,0.111111,1,2,2,0,0,1,8,10,15,10,0,0,2,0,2,0,41,2,0,30,4,8,10,15,10,0,0,2,0,2,0,41,2,0,30,4,5,0,0,3,37.0,11.0,7.4,2.0,2.0,0.4,35.0,11.0,7.0,61.1429,12.8764,3.97134,0.0126451,0.0232629,0.137579,0.0736805,0,3,0,0,1,0,0,3,6.0,2.0,33,0,0,0.0,2,2.0,2.0,false
