@RELATION GitHub-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NumberOfCommitters NUMERIC
    @ATTRIBUTE NumberOfDeveloperCommits NUMERIC
    @ATTRIBUTE NumberOfPreviousModifications NUMERIC
    @ATTRIBUTE NumberOfPreviousFixes NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    7,0,0,6,95,130,10,0,7,505,false
    23,0,0,16,374,444,17,0,6,1636,false
    13,0,0,2,52,81,9,0,5,5350,false
    7,0,0,6,114,152,11,0,6,1296,false
    3,0,0,5,55,88,2,0,2,5350,false
    1,0,1,2,15,47,4,0,4,7,false
    2,0,1,1,27,57,4,0,4,7,false
    11,0,0,7,109,153,14,0,8,5350,false
    1,0,3,1,10,63,14,0,7,2319,false
    1,0,0,3,13,36,6,0,4,505,false
    2,0,0,0,20,45,1,0,1,1636,false
    3,0,0,5,34,63,4,0,4,828,false
    1,0,0,1,12,34,1,0,1,533,false
    20,0,5,2,262,333,23,0,6,224,false
    13,0,0,0,146,175,2,0,1,1636,false
    11,0,0,2,87,117,6,2,3,2319,false
    9,0,0,0,94,122,6,0,5,828,false
    6,0,0,3,61,85,3,0,2,828,false
    1,0,0,2,8,31,1,0,1,1636,false
    2,0,0,0,23,46,1,0,1,1636,false
    1,0,0,6,33,60,4,0,3,1636,false
    27,0,0,3,190,234,19,0,6,310,false
    2,0,1,5,46,94,17,2,6,828,false
    1,0,0,4,38,65,1,0,1,310,false
    17,0,1,6,226,280,45,0,10,1296,false
    18,0,0,8,209,266,23,0,9,1296,false
    1,0,1,5,10,41,10,0,4,5350,false
    8,0,0,3,105,149,9,0,5,224,false
    1,0,0,3,18,47,14,0,7,2319,false
    5,0,0,0,64,92,12,0,7,2319,false
    12,0,1,8,137,196,7,0,5,310,false
    1,0,0,2,14,37,8,0,5,310,false
    1,0,0,2,14,37,7,0,5,310,false
    1,0,0,2,14,37,8,0,5,310,false
    7,0,1,6,59,100,11,0,5,310,false
    1,0,1,1,18,48,9,0,5,310,false
    5,0,1,1,38,78,5,0,4,2319,false
    9,0,0,4,127,160,70,0,17,1296,false
    4,0,0,6,48,90,9,0,5,5350,false
    8,0,0,4,84,116,30,0,12,2472,false
    90,0,9,79,1368,1607,145,1,19,665,false
    2,0,0,4,56,83,15,0,9,1636,false
    28,0,0,11,300,347,29,0,12,533,false
    10,0,0,28,238,305,17,0,9,2319,false
    8,0,0,37,246,315,14,0,8,5350,false
    1,0,0,2,10,34,3,0,2,1296,false
    1,0,0,2,9,32,10,0,5,2319,false
    1,0,0,1,5,27,3,0,2,1296,false
    1,0,1,4,22,49,3,0,2,1296,false
    7,0,0,3,90,121,7,0,4,2319,false
    179,0,9,69,1714,1897,139,0,22,224,false
    4,0,0,3,77,114,9,0,5,2319,false
    1,0,0,1,16,37,2,0,2,665,false
    1,0,0,3,7,30,1,0,1,533,false
    6,0,1,10,203,250,19,0,8,1296,false
    1,0,0,2,5,26,3,0,2,1296,false
    1,0,0,2,5,26,17,0,8,1296,false
    1,0,0,3,21,47,10,0,6,224,false
    20,0,0,3,264,325,71,0,14,5350,false
    3,0,0,4,22,48,19,0,8,2319,false
    1,0,0,0,5,26,11,0,6,2319,false
    4,0,2,0,33,74,12,0,9,412,false
    1,0,0,4,8,32,8,0,6,2319,false
    2,0,0,3,31,56,25,0,9,5350,false
    1,0,0,2,10,34,8,0,4,2319,false
    1,0,0,2,4,27,4,0,3,5350,false
    1,0,0,1,5,28,4,0,2,1126,false
    2,0,0,3,25,51,9,0,5,2319,false
    2,0,0,5,39,67,6,0,4,2319,false
    1,0,0,4,18,43,9,0,5,2319,false
    1,0,0,4,18,42,9,0,5,2319,false
    1,0,0,4,18,42,9,0,5,2319,false
    1,0,0,2,11,34,2,0,2,2472,false
    1,0,0,2,8,29,2,0,2,2472,false
    1,0,2,2,11,46,2,0,2,2472,false
    2,0,1,2,21,49,2,0,2,2472,false
    1,0,1,1,39,98,2,0,2,2472,false
    4,0,1,2,62,109,2,0,2,2472,false
    7,0,1,5,87,125,2,0,2,2472,false
    1,0,0,3,16,42,2,0,2,2472,false
    13,0,1,4,77,142,2,0,2,2472,false
    7,0,0,3,95,132,10,1,6,412,false
    1,0,0,5,20,47,3,0,3,1126,false
    10,0,0,4,132,174,8,0,6,412,false
    1,0,0,2,21,51,11,0,6,5350,false
    1,0,2,2,39,80,17,0,6,5350,false
    11,0,1,9,99,146,14,0,6,1296,false
    3,0,1,4,53,88,6,0,5,2319,false
    1,0,1,7,50,84,2,0,2,2319,false
    4,0,1,7,63,100,10,0,5,5350,false
    1,0,0,4,32,65,4,0,3,5350,false
    3,0,0,3,28,52,5,0,4,1636,false
    1,0,0,3,20,45,1,0,1,268,false
    6,0,1,5,87,125,7,0,5,2319,false
    30,0,0,24,466,565,20,0,10,5350,false
    1,0,1,5,25,55,6,0,4,2319,false
    1,0,0,1,34,75,2,0,2,2319,false
    3,0,0,2,41,71,35,0,13,5350,false
    5,0,0,2,30,59,4,0,3,1126,false
    1,0,0,22,37,76,69,0,16,1636,false
    1,0,0,3,19,47,5,0,4,268,false
    1,0,0,3,8,31,3,0,2,1634,false
    1,0,0,3,8,30,2,0,1,1634,false
    4,0,0,3,41,85,31,0,9,5350,false
    1,0,0,3,16,39,9,0,4,5350,false
    1,0,1,1,6,31,4,0,3,1296,false
    13,0,0,3,92,122,9,0,4,5350,false
    1,0,0,3,16,39,3,0,2,1634,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,3,6,30,3,0,2,1126,false
    13,0,0,11,178,225,14,0,9,2319,false
    4,0,1,7,85,126,9,0,6,1296,false
    1,0,0,3,25,51,13,0,7,2319,false
    4,0,0,5,64,96,3,0,2,2319,false
    5,0,0,7,113,152,8,0,3,5350,false
    6,0,0,4,64,97,9,0,4,5350,false
    1,0,0,3,18,44,2,0,2,2472,false
    3,0,0,9,69,104,9,0,6,2472,false
    4,0,1,0,47,78,5,0,4,2472,false
    2,0,0,5,45,77,5,0,4,2472,false
    1,0,0,5,31,61,3,0,2,1126,false
    2,0,0,6,68,99,8,0,5,7,false
    1,0,0,5,32,59,3,0,2,1126,false
    2,0,0,6,47,74,3,0,2,1126,false
    3,0,0,3,41,69,8,0,5,505,false
    6,0,0,5,54,83,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,0,0,20,2,0,1,3997,false
    1,0,0,4,34,61,3,0,3,2472,false
    5,0,0,5,85,115,10,0,8,2472,false
    1,0,0,3,26,53,5,0,3,5350,false
    2,0,0,4,61,107,9,0,7,2319,false
    1,0,0,2,18,42,6,0,5,505,false
    2,0,0,3,53,86,21,0,9,5350,false
    2,0,0,4,79,122,11,0,8,2319,false
    1,0,0,3,20,47,3,0,3,2472,false
    1,0,0,5,45,76,7,0,6,533,false
    6,0,0,5,94,133,13,0,7,310,false
    2,0,0,2,44,73,30,0,12,5350,false
    2,0,0,4,37,65,24,0,10,5350,false
    1,0,0,5,46,79,17,0,7,5350,false
    1,0,0,2,17,42,12,0,9,2319,false
    1,0,1,8,129,189,13,0,8,310,false
    11,0,0,8,144,178,34,0,10,5350,false
    16,0,0,6,289,379,20,0,8,5350,false
    1,0,0,4,43,76,9,0,7,2319,false
    3,0,0,3,30,58,1,0,1,2319,false
    1,0,0,3,39,73,20,0,8,310,false
    8,0,0,2,55,82,9,0,4,1126,false
    2,0,0,8,138,200,27,0,13,5350,false
    1,0,0,6,81,121,34,0,11,5350,false
    2,0,0,4,43,71,7,0,4,5350,false
    4,0,0,6,66,97,16,0,9,5350,false
    1,0,0,5,83,124,35,0,13,5350,false
    1,0,0,2,14,36,1,0,1,1126,false
    1,0,0,4,83,127,9,0,4,5350,false
    1,0,0,7,76,108,10,0,4,1126,false
    2,0,0,3,28,52,21,0,8,5350,false
    6,0,0,9,154,207,34,0,12,5350,false
    30,0,0,26,424,508,16,0,6,5350,false
    12,0,0,32,227,296,32,0,10,505,false
    1,0,0,3,36,63,6,0,2,5350,false
    19,0,0,7,204,259,51,0,18,5350,false
    1,0,0,3,26,54,5,0,3,2319,false
    1,0,0,2,5,26,5,0,3,2319,false
    1,0,0,2,15,39,2,0,1,828,false
    1,0,0,2,32,61,32,0,10,5350,false
    1,0,0,2,34,64,32,0,10,5350,false
    1,0,0,2,29,59,35,0,10,5350,false
    1,0,0,2,11,34,11,0,4,5350,false
    1,0,0,2,39,69,36,0,10,5350,false
    3,0,0,8,112,169,10,0,9,5350,false
    1,0,0,4,73,118,8,0,3,5350,false
    3,0,0,7,123,179,11,0,5,5350,false
    3,0,0,6,106,150,15,0,4,5350,false
    8,0,0,22,225,293,19,0,10,665,false
    1,0,15,5,330,440,8,0,6,2472,false
    1,0,2,5,77,119,9,0,7,2319,false
    2,0,3,11,576,741,22,0,10,143,false
    2,0,0,4,81,119,3,0,3,2472,false
    1,0,0,9,170,243,3,0,3,2472,false
    1,0,1,1,28,64,8,0,6,5350,false
    1,0,2,5,114,155,9,0,5,2472,false
    1,0,14,3,283,414,21,0,9,224,false
    1,0,1,3,40,71,8,0,4,224,false
    1,0,0,4,46,77,3,0,3,2472,false
    1,0,0,7,67,104,6,0,6,1636,false
    4,0,0,0,84,122,3,0,2,3997,false
    3,0,3,3,52,98,3,0,3,2472,false
    1,0,3,11,136,199,11,0,8,1636,false
    4,0,2,1,86,133,16,0,9,665,false
    1,0,0,10,105,142,6,0,6,1636,false
    1,0,0,10,138,185,3,0,3,2472,false
    3,0,18,15,729,995,21,1,11,2319,false
    2,0,9,12,477,601,12,0,7,2319,false
    4,0,1,1,49,90,7,0,5,505,false
    4,0,1,10,82,124,18,0,6,2319,false
    1,0,0,4,33,61,3,0,3,2472,false
    1,0,11,1,216,327,11,0,6,533,false
    1,0,1,1,32,60,7,0,4,224,false
    5,0,3,16,242,313,7,0,7,1636,false
    3,0,5,2,215,295,4,0,3,3997,false
    1,0,1,1,11,38,9,0,5,3997,false
    36,0,18,5,427,605,76,0,17,2472,false
    1,0,0,4,24,51,3,0,3,2472,false
    1,0,4,10,216,278,11,0,6,2472,false
    1,0,2,7,100,143,3,0,3,2472,false
    1,0,0,5,46,79,3,0,3,2472,false
    13,0,0,26,168,226,13,0,5,1296,false
    1,0,3,8,132,192,6,0,6,1636,false
    2,0,5,16,265,343,6,0,6,1636,false
    1,0,8,2,174,272,20,0,9,3997,false
    1,0,6,2,146,227,13,0,7,665,false
    1,0,3,7,123,178,6,0,6,2319,false
    1,0,1,10,110,152,3,0,3,2472,false
    1,0,0,2,5,26,3,0,3,2472,false
    3,0,4,6,179,245,4,0,4,5350,false
    1,0,0,4,39,74,10,0,8,2319,false
    1,0,0,3,67,103,14,0,6,5350,false
    12,0,0,32,489,550,45,0,13,5350,false
    1,0,1,13,130,215,4,0,3,533,false
    1,0,0,3,29,62,3,0,3,505,false
    1,0,0,2,20,46,3,0,2,1126,false
    1,0,0,4,31,58,4,0,3,533,false
    1,0,0,7,65,110,9,0,5,5350,false
    1,0,0,5,49,83,9,0,5,5350,false
    6,0,4,16,358,510,34,0,13,20,false
    4,0,0,5,98,137,20,0,8,5350,false
    1,0,0,5,120,179,14,0,7,2319,false
    1,0,0,2,24,53,10,0,5,1636,false
    1,0,0,6,97,135,11,0,6,828,false
    1,0,0,15,111,150,6,0,4,1636,false
    1,0,0,10,171,275,5,0,3,828,false
    4,0,0,5,85,116,2,0,2,1636,false
    1,0,0,9,70,103,5,0,3,1636,false
    1,0,0,7,105,141,15,0,8,5350,false
    5,0,0,9,119,161,4,0,3,5350,false
    1,0,0,0,28,57,6,0,5,1636,false
    1,0,0,2,23,50,3,0,2,2319,false
    1,0,0,2,33,67,6,0,5,505,false
    1,0,0,6,54,84,12,0,7,828,false
    1,0,0,8,70,102,3,0,2,1126,false
    1,0,0,10,130,167,5,0,4,828,false
    1,0,0,5,49,77,7,0,5,5350,false
    4,0,1,3,81,119,9,0,7,310,false
    1,0,0,10,128,163,11,0,8,310,false
    1,0,0,6,53,88,3,0,2,5350,false
    1,0,0,4,41,83,2,0,2,5350,false
    1,0,0,5,26,52,3,0,2,5350,false
    1,0,0,5,26,52,3,0,2,5350,false
    1,0,1,3,21,50,3,0,3,2472,false
    1,0,1,3,21,48,3,0,3,2472,false
    1,0,2,2,18,51,3,0,3,2472,false
    1,0,0,4,20,46,3,0,3,2472,false
    1,0,0,5,67,129,3,0,2,5350,false
    3,0,3,5,185,288,17,0,8,3997,false
    1,0,0,13,87,135,3,0,2,1126,false
    1,0,3,9,533,658,12,0,7,5350,false
    1,0,0,2,11,33,3,0,3,2472,false
    1,0,0,2,11,33,3,0,3,2472,false
    1,0,0,2,11,33,3,0,3,2472,false
    1,0,0,2,11,33,3,0,3,2472,false
    1,0,0,2,11,33,3,0,3,2472,false
    2,0,0,2,76,113,24,0,8,3997,false
    8,0,0,20,469,630,26,0,6,2319,false
    10,0,0,8,216,300,1,0,1,1636,false
    1,0,0,2,43,73,2,0,2,2472,false
    1,0,0,2,42,71,2,0,2,2472,false
    3,0,0,9,153,244,18,0,7,310,false
    1,0,0,7,40,70,3,0,2,828,false
    3,0,9,1,215,378,14,2,8,2472,false
    4,0,0,7,115,193,12,0,8,224,false
    2,0,0,11,296,424,27,0,9,2472,false
    1,0,0,4,55,102,3,0,3,224,false
    1,0,1,2,48,90,13,0,9,1296,false
    3,0,0,14,226,354,23,0,9,143,false
    8,0,1,4,144,185,9,0,4,310,false
    1,0,0,3,32,60,3,0,2,5350,false
    1,0,0,10,88,125,3,0,2,5350,false
    19,0,0,64,1395,1654,88,0,16,2319,false
    1,0,0,2,39,67,16,0,9,257,false
    1,0,1,4,57,94,12,0,8,1,false
    2,0,0,11,192,251,43,0,12,310,false
    2,0,0,8,157,231,32,0,10,310,false
    23,0,0,115,1681,2003,110,0,19,5350,false
    1,0,1,29,449,533,5,0,3,310,false
    14,0,1,72,892,992,5,0,3,224,false
    3,0,0,4,47,77,3,0,3,505,false
    1,0,0,3,33,66,9,0,7,2319,false
    1,0,0,3,22,49,11,0,5,1296,false
    1,0,0,5,49,79,30,0,11,2319,false
    1,0,0,5,78,113,25,0,9,2319,false
    1,0,0,5,49,79,25,0,9,2319,false
    3,0,0,8,157,231,47,0,13,5350,false
    1,0,0,2,22,52,7,0,4,2319,false
    1,0,0,3,78,120,23,0,7,1296,false
    1,0,0,3,26,62,2,0,2,2472,false
    1,0,0,3,17,51,2,0,2,2472,false
    1,0,0,5,55,108,2,0,2,2472,false
    1,0,0,6,45,87,6,0,5,505,false
    1,0,0,3,25,61,2,0,2,2472,false
    2,0,0,7,73,135,6,0,5,505,false
    1,0,0,4,57,106,6,1,4,412,false
    1,0,0,4,38,69,10,0,7,412,false
    2,0,1,5,76,109,13,0,6,533,false
    1,0,0,2,21,44,3,0,3,2472,false
    4,0,0,2,63,91,24,0,11,5350,false
    3,0,0,5,95,141,17,0,5,5350,false
    8,0,0,4,187,243,26,0,13,5350,false
    1,0,0,2,33,77,15,0,10,5350,false
    1,0,2,4,90,133,5,0,4,5350,false
    1,0,0,4,44,75,14,0,9,2319,false
    1,0,0,3,67,104,9,0,5,5350,false
    1,0,0,5,43,76,3,0,3,2472,false
    2,0,0,6,84,121,13,0,7,5350,false
    1,0,0,6,84,120,11,0,8,5350,false
    1,0,0,2,37,66,11,0,6,5350,false
    1,0,0,6,128,196,9,0,4,5350,false
    1,0,0,2,34,64,14,0,8,5350,false
    1,0,0,5,38,69,3,0,3,7,false
    1,0,0,2,27,52,6,0,6,2472,false
    10,0,2,38,262,344,16,0,8,1296,false
    8,0,0,0,59,90,7,0,6,533,false
    4,0,0,4,80,112,16,0,11,2472,false
    2,0,0,3,25,52,2,0,2,2472,false
    7,0,0,5,91,130,13,0,6,2319,false
    1,0,2,7,77,134,22,0,6,2472,false
    1,0,3,7,85,152,14,0,5,2472,false
    1,0,0,4,74,108,12,0,5,2319,false
    1,0,0,5,41,68,9,0,4,2472,false
    1,0,0,2,11,35,7,0,4,2472,false
    1,0,0,2,14,38,7,0,4,2472,false
    2,0,0,5,28,56,4,0,2,2319,false
    2,0,0,5,27,55,4,0,2,2319,false
    4,0,0,6,39,70,5,0,2,5350,false
    1,0,0,2,8,35,4,0,2,2319,false
    1,0,0,3,11,39,4,0,2,5350,false
    6,0,0,5,31,58,1,0,1,2319,false
    10,0,1,18,111,163,9,0,5,533,false
    6,0,0,5,29,55,1,0,1,2319,false
    4,0,0,5,37,65,8,0,4,1634,false
    4,0,0,5,86,118,15,0,5,533,false
    5,0,0,16,112,164,29,0,5,2472,false
    7,0,0,2,80,112,2,0,2,5350,false
    3,0,1,2,22,50,5,0,2,5350,false
    1,0,0,3,14,43,4,0,2,5350,false
    4,0,0,18,105,150,20,0,5,533,false
    2,0,0,2,25,50,1,0,1,533,false
    1,0,10,1,16,102,10,0,6,2319,false
    35,0,9,4,226,309,21,0,12,310,false
    1,0,2,0,6,37,3,0,3,1634,false
    9,0,1,1,94,140,2,0,1,828,false
    11,0,0,5,112,147,5,0,3,533,false
    1,0,3,0,6,41,1,0,1,3997,false
    1,0,0,1,7,28,6,0,2,5350,false
    1,0,4,0,19,56,1,0,1,3997,false
    1,0,2,0,17,59,1,0,1,3997,false
    1,0,4,0,10,52,1,0,1,3997,false
    2,0,0,5,34,60,3,0,3,2472,false
    1,0,0,4,20,45,6,0,2,5350,false
    1,0,7,14,102,175,8,0,4,268,false
    1,0,10,2,16,88,10,0,4,5350,false
    14,0,2,6,112,160,10,0,6,257,false
    2,0,12,3,84,208,15,0,5,2472,false
    1,0,12,0,21,136,12,0,6,665,false
    1,0,1,0,24,54,13,0,6,665,false
    43,0,2,0,388,504,31,0,13,5350,false
    1,0,0,4,21,46,1,0,1,3997,false
    31,0,2,8,172,228,7,0,5,412,false
    2,0,1,2,24,71,1,0,1,268,false
    1,0,0,5,26,52,6,0,2,5350,false
    5,0,0,3,50,76,8,0,4,268,false
    3,0,1,2,27,54,7,0,3,5350,false
    6,0,1,3,64,95,14,0,7,412,false
    1,0,1,0,7,34,1,0,1,3997,false
    22,0,3,3,194,252,9,0,3,5350,false
    1,0,1,1,14,42,3,0,2,310,false
    1,0,1,2,28,65,7,0,3,5350,false
    2,0,4,6,104,162,1,0,1,3997,false
    1,0,1,2,29,55,7,0,3,5350,false
    16,0,1,0,182,232,1,0,1,3997,false
    8,0,0,3,84,114,11,0,3,2472,false
    14,0,2,0,164,228,5,0,4,412,false
    16,0,1,10,161,204,17,0,7,224,false
    14,0,2,5,144,191,24,0,9,665,false
    22,0,1,11,234,285,26,0,11,310,false
    3,0,10,3,95,178,6,0,5,412,false
    23,0,2,0,181,232,1,0,1,3997,false
    3,0,0,10,100,138,4,0,3,236,false
    5,0,1,2,70,107,11,2,5,5350,false
    1,0,0,3,22,47,1,0,1,3997,false
    9,0,2,4,88,132,14,0,6,5350,false
    3,0,3,6,54,100,1,0,1,3997,false
    2,0,0,0,85,126,13,0,7,665,false
    11,0,15,0,159,265,1,0,1,3997,false
    2,0,2,3,41,76,18,0,7,268,false
    5,0,0,4,96,128,17,0,8,665,false
    1,0,0,7,31,58,1,0,1,1296,false
    2,0,0,7,41,69,1,0,1,1296,false
    7,0,0,0,57,94,9,0,5,2319,false
    11,0,2,11,154,224,5,0,4,665,false
    3,0,3,0,30,66,2,0,2,236,false
    2,0,1,7,48,82,4,0,4,236,false
    11,0,5,5,183,242,30,0,12,2319,false
    3,0,0,43,786,954,83,0,15,5350,false
    7,0,0,3,78,113,19,0,5,2319,false
    45,0,2,1,289,339,18,0,10,310,false
    9,0,0,3,87,120,19,0,5,2319,false
    28,0,0,2,229,262,23,0,8,505,false
    6,0,1,1,47,79,13,0,5,2472,false
    1,0,1,2,28,57,8,0,3,2472,false
    58,0,0,3,362,410,10,0,3,5350,false
    1,0,1,2,28,57,8,0,3,2472,false
    35,0,1,1,349,396,16,0,3,2472,false
    3,0,0,2,44,69,13,0,2,2472,false
    10,0,2,1,100,136,13,0,3,2472,false
    5,0,2,1,60,91,8,0,3,2472,false
    3,0,0,20,198,266,4,0,4,310,false
    1,0,0,2,13,35,1,0,1,2472,false
    6,0,1,1,63,92,15,0,8,2472,false
    6,0,1,1,61,90,12,0,3,2472,false
    7,0,0,3,72,101,9,0,2,2472,false
    6,0,2,1,67,104,15,0,6,310,false
    4,0,0,2,48,74,12,0,4,2472,false
    23,0,0,2,232,282,13,0,7,224,false
    6,0,0,12,100,137,4,0,4,310,false
    19,0,2,1,236,284,12,0,3,2472,false
    88,0,7,7,669,810,6,0,4,310,false
    29,0,2,1,246,339,19,0,8,5350,false
    3,0,0,0,60,113,1,0,1,3997,false
    1,0,0,1,7,29,1,0,1,268,false
    1,0,0,2,15,37,1,0,1,268,false
    1,0,0,1,7,29,2,0,2,5350,false
    3,0,0,2,68,98,7,0,5,665,false
    1,0,0,2,34,62,4,0,4,665,false
    1,0,0,1,7,29,4,0,2,5350,false
    1,0,0,1,7,29,2,0,2,5350,false
    1,0,0,1,7,29,2,0,2,1636,false
    1,0,0,1,7,29,1,0,1,2472,false
    3,0,0,3,51,77,4,0,3,5350,false
    1,0,0,1,7,29,2,0,2,412,false
    7,0,0,2,113,149,14,0,7,828,false
    1,0,0,1,7,29,1,0,1,2472,false
    67,0,51,1,396,982,5,0,5,268,false
    1,0,2,2,15,48,1,0,1,3997,false
    189,0,60,1,764,1592,4,0,4,268,false
    6,0,0,2,33,55,1,0,1,268,false
    1,0,2,0,4,38,1,0,1,3997,false
    64,0,17,0,241,445,1,0,1,3997,false
    17,0,0,6,285,346,50,0,13,2319,false
    8,0,0,13,135,174,42,0,12,310,false
    1,0,0,2,16,40,13,0,6,2319,false
    1,0,0,2,9,32,4,0,4,3997,false
    1,0,0,6,59,92,2,0,2,2472,false
    1,0,0,4,44,79,5,0,4,2472,false
    1,0,0,10,57,89,3,0,2,5350,false
    5,0,0,10,254,308,32,0,17,665,false
    1,0,0,7,34,60,2,0,1,5350,false
    1,0,0,5,91,144,18,0,12,310,false
    2,0,0,2,21,44,11,0,6,533,false
    6,0,1,60,773,954,122,0,19,143,false
    1,0,0,3,34,59,5,0,3,310,false
    1,0,0,4,38,65,11,0,5,5350,false
    1,0,0,4,54,83,7,0,4,2319,false
    4,0,0,3,86,117,15,0,8,5350,false
    7,0,0,13,153,196,16,0,6,533,false
    14,0,1,4,214,293,8,0,7,2319,false
    1,0,0,5,52,91,4,0,3,412,false
    1,0,0,2,28,59,3,0,2,665,false
    2,0,0,2,24,48,8,0,6,533,false
    4,0,0,4,79,115,1,0,1,5350,false
    7,0,4,22,433,566,3,0,2,5350,false
    1,0,1,0,4,29,2,0,1,268,false
    1,0,0,1,18,39,6,0,3,2472,false
    1,0,0,1,25,73,24,0,9,224,false
    31,0,0,6,296,350,14,0,10,5350,false
    1,0,1,0,4,29,3,0,2,1634,false
    4,0,0,4,54,89,11,0,7,224,false
    1,0,0,4,8,32,7,0,3,2472,false
    3,0,1,5,52,92,8,0,6,224,false
    4,0,2,6,65,110,5,0,3,1126,false
    2,0,0,3,44,76,23,0,11,224,false
    1,0,3,0,21,61,2,0,2,1296,false
    1,0,0,2,16,42,2,0,2,224,false
    4,0,0,3,40,65,6,0,3,5350,false
    7,0,2,6,161,218,14,0,8,224,false
    1,0,0,2,9,31,1,0,1,1296,false
    1,0,0,0,84,116,47,0,13,5350,false
    1,0,2,1,13,71,12,0,5,310,false
    2,0,0,0,62,97,40,0,11,5350,false
    1,0,0,0,63,94,49,0,12,1296,false
    28,0,0,0,399,497,59,0,12,2319,false
    21,0,0,3,246,298,55,0,15,5350,false
    1,0,0,2,8,29,6,0,3,5350,false
    14,0,1,1,141,187,4,0,3,5350,false
    2,0,15,0,110,324,68,0,11,5350,false
    1,0,0,11,40,71,20,0,7,1296,false
    15,0,0,9,185,234,51,0,10,5350,false
    1,0,1,0,16,44,29,0,8,5350,false
    22,0,0,0,272,316,53,0,11,1296,false
    1,0,0,3,9,32,14,0,8,5350,false
    2,0,0,0,47,78,11,0,8,310,false
    1,0,0,1,9,31,8,0,7,310,false
    1,0,0,1,9,31,8,0,7,310,false
    6,0,0,7,118,152,23,0,10,5350,false
    20,0,0,13,463,619,21,0,6,2319,false
    6,0,0,10,190,267,22,0,11,5350,false
    1,0,0,4,23,48,14,0,11,2319,false
    1,0,0,3,24,62,4,0,2,2319,false
    1,0,0,3,99,139,15,0,8,5350,false
    1,0,0,3,6,28,7,0,5,310,false
    5,0,0,4,63,90,16,0,10,828,false
    20,0,1,14,494,601,73,0,14,5350,false
    3,0,0,6,71,103,11,0,7,533,false
    1,0,0,2,14,38,5,0,5,310,false
    2,0,0,2,22,46,10,0,8,533,false
    1,0,1,2,20,50,7,0,5,310,false
    1,0,1,1,6,31,2,0,2,310,false
    1,0,1,2,9,43,8,0,4,505,false
    1,0,1,0,63,123,30,0,9,505,false
    3,0,1,7,56,89,2,0,2,310,false
    3,0,0,7,49,80,3,0,3,310,false
    5,0,0,10,62,97,2,0,2,2472,true
    2,0,2,3,191,250,53,0,10,1296,true
    2,0,1,2,152,200,33,0,12,505,true
    4,0,2,10,97,142,25,0,11,505,false
    1,0,1,1,18,46,12,0,7,5350,false
    15,0,1,12,204,267,19,0,5,1296,true
    4,0,1,50,472,591,74,0,13,5350,true
    18,0,1,9,204,262,58,0,12,505,false
    21,0,3,20,185,250,7,0,4,1296,false
    6,0,1,3,60,96,2,0,2,310,false
    1,0,0,3,7,30,1,0,1,1296,false
    1,0,1,4,20,48,4,0,4,828,false
    14,0,2,16,271,355,14,0,7,505,true
    21,0,2,14,335,432,28,0,9,505,true
    24,0,1,17,157,209,29,0,7,5350,false
    1,0,1,1,5,31,2,0,1,1296,false
    1,0,1,1,5,30,4,0,3,2472,false
    1,0,1,1,6,32,2,0,1,1296,false
    1,0,1,1,5,30,4,0,4,828,false
