@RELATION PROMISE-unified-class.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE wmc NUMERIC
    @ATTRIBUTE dit NUMERIC
    @ATTRIBUTE noc NUMERIC
    @ATTRIBUTE cbo NUMERIC
    @ATTRIBUTE rfc NUMERIC
    @ATTRIBUTE lcom NUMERIC
    @ATTRIBUTE ca NUMERIC
    @ATTRIBUTE ce NUMERIC
    @ATTRIBUTE npm NUMERIC
    @ATTRIBUTE lcom3 NUMERIC
    @ATTRIBUTE loc NUMERIC
    @ATTRIBUTE dam NUMERIC
    @ATTRIBUTE moa NUMERIC
    @ATTRIBUTE mfa NUMERIC
    @ATTRIBUTE cam NUMERIC
    @ATTRIBUTE ic NUMERIC
    @ATTRIBUTE cbm NUMERIC
    @ATTRIBUTE amc NUMERIC
    @ATTRIBUTE max_cc NUMERIC
    @ATTRIBUTE avg_cc NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,1,1,1,10,1,1,2,0,8,1,0.612069,71,71,9,0,0.612069,71,1,1,0,0,1,45,117,1,2,1,2,8,0,8,0,10,16,0,10,0,45,117,1,2,1,2,8,0,8,0,10,16,0,10,0,8,2,0,2,14,0,1,1,8,0.142857143,68,1,0,0.65,0.325,1,2,7.375,1,0.875,true
    0.450928,1,12,2,0.215054,0.308411,100,66,1,5,5,42,1,1,3,0,9,0.9,0.487179,209,120,9,1,0.487179,209,1,1,0,0,1,220,465,6,2,6,2,9,0,9,0,11,142,0,11,0,220,465,6,2,6,2,9,0,9,0,11,142,0,11,0,9,2,0,2,15,0,1,1,9,0.625,788,1,0,0.619047619,0.311111111,1,2,85.88888889,1,0.8889,true
    0,0,0,0,0,0,0,0,0,0,0,19,0,6,25,0,19,1,0.851351,126,126,20,0,0.851351,126,0,0,1,15,0,22,129,0,9,0,9,19,0,19,10,19,0,0,19,10,22,129,0,9,0,9,19,0,19,10,19,0,0,19,10,19,1,0,1,19,171,1,0,19,2,19,0,0,0,0.381578947,0,0,0,1,1,true
    0.37037,2,7,2,0.103604,0.2875,23,23,0,2,2,22,1,1,1,2,15,1,0.630137,138,135,14,0,0.630137,138,0,0,0,0,0,81,222,3,12,3,12,13,0,13,0,13,33,0,13,0,81,222,3,12,3,12,13,0,13,0,13,33,0,13,0,13,1,0,2,27,0,1,1,13,0.694444444,168,0,1,0,0.4,0,0,11.69230769,6,1.6923,true
    0.172619,1,1,1,0.0654762,0.107692,11,7,1,1,1,17,0,0,0,0,13,1,0.576923,90,90,13,0,0.576923,90,0,0,0,0,0,66,168,3,0,3,0,13,0,12,1,13,21,0,12,1,66,168,3,0,3,0,13,0,12,1,13,21,0,12,1,13,1,0,0,15,0,0,0,12,0.333333333,161,1,0,0,0.41025641,0,0,11.15384615,2,1.2308,true
    0,0,0,0,0,0,0,0,0,0,0,6,0,2,5,0,4,1,0.786517,70,65,4,0,0.786517,70,0,0,0,0,0,19,73,0,3,0,3,4,0,3,0,4,6,0,3,0,19,73,0,3,0,3,4,0,3,0,4,6,0,3,0,4,1,0,2,10,6,2,0,3,2,39,0,0,0,0.875,0,0,8.75,2,1.25,true
    0.215517,2,5,2,0.0962963,0.123188,26,17,1,5,4,21,1,10,23,0,7,1,0.541936,168,150,2,0,0.541936,168,0,0,0,0,0,142,270,3,3,3,3,7,0,1,0,7,53,0,1,0,142,270,3,3,3,3,7,0,1,0,7,53,0,1,0,7,1,0,10,21,3,10,0,1,0.611111111,269,1,0,0,0.4,0,0,37,7,2.1429,true
    0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0.219178,16,16,1,0,0.219178,16,0,0,0,0,0,57,69,36,0,36,0,0,36,0,0,0,0,36,0,0,57,69,36,0,36,0,0,36,0,0,0,0,36,0,0,1,1,0,0,2,0,0,0,1,2,40,0,0,0,1,0,0,3,0,0,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.45,63,40,2,0,0.45,63,0,0,1,1,0,77,163,0,1,0,1,1,0,1,0,1,2,0,1,0,77,163,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,1,1,3,1,1,0,2,2,465,0,0,0.974358974,1,0,0,231.5,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,71,103,0,1,0,1,1,0,1,0,1,2,0,1,0,71,103,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,426,0,0,0.974358974,1,0,0,212,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.571429,4,4,1,0,0.571429,4,1,1,0,0,1,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,3,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.267857,15,0,0,2,0.267857,15,0,0,0,0,0,41,73,0,1,0,1,1,0,1,0,1,2,0,1,0,41,73,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,231,0,0,0.974358974,1,0,0,114.5,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0597015,4,0,0,2,0.0597015,4,0,0,0,0,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,63,95,0,1,0,1,1,0,1,0,1,2,0,1,0,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,true
    0.75,5,14,5,0.426035,0.675,72,54,1,2,2,17,0,1,2,0,8,1,0.44898,66,66,9,0,0.44898,66,0,0,0,0,0,81,169,6,2,6,2,8,1,8,0,8,46,1,8,0,81,169,6,2,6,2,8,1,8,0,8,46,1,8,0,8,1,0,1,12,0,1,0,8,0.523809524,217,0.833333333,0,0,0.583333333,0,0,25.375,4,1.875,true
    0.941176,6,29,6,0.666667,0.909091,172,130,1,7,7,42,2,1,1,3,11,1,0.40239,101,77,6,0,0.40239,101,0,0,0,0,0,150,258,0,4,0,4,8,0,5,0,8,78,0,5,0,150,258,0,4,0,4,8,0,5,0,8,78,0,5,0,9,1,0,3,33,36,1,2,6,2,341,0,0,0,0.5,0,0,36.88888889,9,4.1111,true
    0.714643,21,133,23,0.498742,0.684869,793,602,1,5,5,261,4,1,1,2,43,1,0.369658,519,446,30,0,0.373864,535,0,0,0,0,0,885,1567,12,9,12,9,41,0,29,7,41,400,0,29,7,896,1590,12,9,12,9,43,0,31,7,43,402,0,31,7,42,1,0,4,68,375,1,3,29,0.780487805,2063,1,0,0,0.226480836,0,0,47.83333333,33,3.1429,true
    0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0.684211,13,13,1,0,0.684211,13,0,0,0,0,0,6,11,1,0,1,0,0,1,0,0,0,0,1,0,0,6,11,1,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,10,4,1,9,1,1,1,12,0,1,0,1,0,0,4.5,0,0,true
    0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,3,1,0.627451,32,32,4,0,0.627451,32,0,0,0,0,0,19,47,2,1,2,1,3,0,3,0,3,5,0,3,0,19,47,2,1,2,1,3,0,3,0,3,5,0,3,0,3,4,0,5,5,0,5,0,3,0.75,23,0.5,0,0.944444444,0.666666667,0,0,6,1,0.3333,true
    0.37037,2,7,2,0.103604,0.2875,23,23,0,2,2,22,1,1,1,2,15,1,0.614286,129,126,14,0,0.614286,129,0,0,0,0,0,81,222,3,12,3,12,13,0,13,0,13,33,0,13,0,81,222,3,12,3,12,13,0,13,0,13,33,0,13,0,13,1,0,2,27,0,1,1,13,0.694444444,168,0,1,0,0.4,0,0,11.69230769,6,1.6923,true
    0.162921,1,1,1,0.0628571,0.1,11,7,2,1,1,18,0,4,14,0,14,0.928571,0.532895,81,81,13,1,0.532895,81,0,0,0,0,0,71,175,3,0,3,0,14,0,13,1,14,22,0,13,1,71,175,3,0,3,0,14,0,13,1,14,22,0,13,1,14,1,0,4,17,0,4,0,13,0.384615385,165,1,0,0,0.404761905,0,0,10.57142857,2,1.2143,true
    0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0.621951,51,49,1,0,0.621951,51,0,0,1,1,0,31,86,22,0,22,0,0,22,0,0,0,0,22,0,0,31,86,22,0,22,0,0,22,0,0,0,0,22,0,0,1,1,1,1,2,0,1,0,1,2,26,0,0,0,1,0,0,3,0,0,true
    0,0,0,0,0,0,0,0,1,2,2,32,0,1,9,0,11,1,0.434164,122,103,1,0,0.434164,122,0,0,0,0,0,159,306,10,6,10,6,11,0,0,1,11,85,0,0,1,159,306,10,6,10,6,11,0,0,1,11,85,0,0,1,12,1,0,1,26,0,1,0,0,0.681818182,365,0.5,2,0,0.409090909,0,0,28.58333333,10,2.5,false
    0,0,0,0,0,0,0,0,4,1,1,19,3,4,6,4,15,1,0.685259,172,137,12,0,0.685259,172,1,1,0,0,1,79,273,10,20,1,5,11,0,11,1,36,26,0,34,2,79,273,10,20,1,5,11,0,11,1,36,26,0,34,2,11,2,0,7,29,53,4,3,11,0.8,125,1,0,0.714285714,0.327272727,1,5,10.27272727,4,1.4545,true
    0,0,0,0,0,0,0,0,10,5,4,71,3,2,2,2,35,1,0.630564,425,374,32,0,0.630564,425,0,0,0,0,0,249,744,7,5,7,5,33,2,31,3,33,95,2,31,3,249,744,7,5,7,5,33,2,31,3,33,95,2,31,3,33,1,0,4,74,274,2,2,31,0.642857143,580,0.714285714,0,0,0.193939394,0,0,16.36363636,5,1.0606,true
    0.181677,8,42,13,0.111458,0.185886,143,108,5,9,9,146,7,5,9,8,33,1,0.47373,541,409,24,0,0.47373,541,0,0,1,1,0,601,1283,9,15,9,15,25,0,23,1,25,292,0,23,1,601,1283,9,15,9,15,25,0,23,1,25,292,0,23,1,27,1,1,12,88,341,7,5,24,0.888888889,1134,0.888888889,6,0,0.192307692,0,0,40.66666667,40,4.8889,true
    0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0.777778,14,14,2,0,0.777778,14,0,0,0,0,0,4,13,0,1,0,1,1,0,1,0,1,0,0,1,0,4,13,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,true
    0.275556,2,12,4,0.146179,0.301587,44,38,4,4,3,32,4,5,6,3,17,0.733333,0.530249,149,136,11,4,0.530249,149,0,0,1,1,0,132,301,2,0,2,0,14,0,14,0,14,56,0,14,0,132,301,2,0,2,0,14,0,14,0,14,56,0,14,0,14,1,0,10,36,49,7,3,14,0.538461538,304,0,0,0,0.265306122,0,0,20.57142857,11,1.8571,true
    0,0,0,0,0,0,0,0,2,2,2,7,0,0,0,0,4,1,0.587786,77,76,1,0,0.587786,77,0,0,0,0,0,54,160,25,0,25,0,4,0,0,1,4,10,0,0,1,54,160,25,0,25,0,4,0,0,1,4,10,0,0,1,4,1,0,0,10,0,0,0,0,1.266666667,90,0,0,0,0.833333333,0,0,15.25,4,2,true
    0.353601,5,73,16,0.237329,0.336484,295,178,1,4,4,122,1,22,59,2,30,1,0.507326,554,442,22,0,0.507326,554,0,0,0,0,0,538,1243,16,5,16,5,28,3,21,2,28,306,3,21,2,538,1243,16,5,16,5,28,3,21,2,28,306,3,21,2,29,1,0,23,44,0,22,1,21,0.651785714,1651,0.0625,1,0,0.242063492,0,0,55.37931034,11,3,true
    0,0,0,0,0,0,0,0,1,4,4,11,0,1,1,0,1,1,0.392157,40,30,2,0,0.392157,40,0,0,0,0,0,62,99,0,0,0,0,1,0,1,0,1,33,0,1,0,62,99,0,0,0,0,1,0,1,0,1,33,0,1,0,2,1,0,1,23,1,1,0,2,2,145,0,0,0,0.5,0,0,71.5,8,4,true
    0.453039,4,8,4,0.196629,0.325301,35,27,3,1,1,17,1,10,47,6,18,1,0.487805,80,80,13,0,0.487805,80,1,1,0,0,1,84,178,4,0,0,0,12,0,12,1,32,28,0,32,3,84,178,4,0,0,0,12,0,12,1,32,28,0,32,3,12,2,0,11,20,24,10,1,12,2,153,0,0,0.64,0.527777778,1,14,11.75,2,1,true
    0.439344,7,22,9,0.219638,0.364162,85,63,1,3,3,39,0,6,16,0,20,1,0.465046,153,152,21,0,0.465046,153,0,0,1,1,0,176,387,4,0,4,0,20,0,20,2,20,94,0,20,2,176,387,4,0,4,0,20,0,20,2,20,94,0,20,2,20,1,1,5,22,0,5,0,20,0.342105263,497,1,0,0,0.6,0,0,23.65,4,1.75,true
    0.24031,1,12,6,0.120858,0.25,62,54,1,4,3,47,5,0,0,4,21,1,0.525751,245,215,17,0,0.525751,245,0,0,0,0,0,221,513,4,4,4,4,17,0,16,3,17,111,0,16,3,221,513,4,4,4,4,17,0,16,3,17,111,0,16,3,17,1,0,4,54,50,0,4,16,0.65625,569,1,0,0,0.196078431,0,0,32.23529412,14,1.8824,true
    0,0,0,0,0,0,0,0,1,2,2,10,0,1,1,0,1,0.5,0.14,7,6,1,1,0.14,7,0,0,0,0,0,43,56,2,0,2,0,1,2,1,0,1,25,2,1,0,43,56,2,0,2,0,1,2,1,0,1,25,2,1,0,2,1,0,1,13,1,1,0,2,2,103,0,0,0,0.5,0,0,49.5,10,5,true
    0,0,0,0,0,0,0,0,2,2,2,10,0,1,0,0,5,1,0.515464,50,44,6,0,0.515464,50,0,0,0,0,0,47,106,1,0,1,0,5,0,5,0,5,22,0,5,0,47,106,1,0,1,0,5,0,5,0,5,22,0,5,0,5,2,0,1,18,10,1,0,5,1.25,108,0,0,0.888888889,0.6,1,2,20.4,4,1.8,true
    0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,1,0.567568,42,42,4,0,0.567568,42,0,0,0,0,0,32,82,7,0,7,0,3,7,3,0,3,12,7,3,0,32,82,7,0,7,0,3,7,3,0,3,12,7,3,0,3,1,0,1,4,0,1,0,3,0.642857143,55,0,0,0,0.666666667,0,0,15,0,0,true
    0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0.625,20,19,2,0,0.625,20,0,0,0,0,0,12,29,4,0,4,0,1,3,1,0,1,2,3,1,0,12,29,4,0,4,0,1,3,1,0,1,2,3,1,0,1,1,0,1,2,0,1,0,1,2,17,0,1,0,1,0,0,12,0,0,true
    0,0,0,0,0,0,0,0,1,1,1,16,2,2,2,11,22,1,0.763754,236,214,12,0,0.763754,236,0,0,0,0,0,73,331,2,5,2,5,11,1,11,0,11,26,1,11,0,73,331,2,5,2,5,11,1,11,0,11,26,1,11,0,11,2,0,3,26,0,2,2,11,0.55,127,0.5,1,0.583333333,0.409090909,1,3,10.36363636,3,1.3636,true
    0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0.733333,11,11,2,0,0.733333,11,0,0,1,1,0,4,10,0,0,0,0,1,0,1,1,1,0,0,1,1,4,10,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,true
    0.136167,2,8,3,0.0761636,0.118541,54,39,1,3,3,78,1,8,47,0,30,1,0.42637,249,218,31,0,0.42637,249,0,0,1,2,0,335,709,5,0,5,0,30,0,30,3,30,181,0,30,3,335,709,5,0,5,0,30,0,30,3,30,181,0,30,3,30,1,1,9,33,0,9,0,30,0.544827586,934,0.8,0,0,0.4,0,0,29.96666667,5,2.1667,true
    0.921107,7,52,7,0.632353,0.889968,387,275,1,5,5,58,2,1,1,10,20,1,0.461957,255,167,1,0,0.47449,279,0,0,0,0,0,297,579,5,0,5,0,10,0,0,0,10,154,0,0,0,309,612,7,1,7,1,12,0,0,0,12,157,0,0,0,13,1,0,3,49,64,1,2,0,0.916666667,699,0.833333333,0,0,0.3125,0,0,52.30769231,16,2.4615,true
    0,0,0,0,0,0,0,0,1,2,2,12,4,2,3,4,11,1,0.484615,63,47,8,0,0.484615,63,0,0,0,0,0,67,147,3,2,3,2,7,0,7,0,7,23,0,7,0,67,147,3,2,3,2,7,0,7,0,7,23,0,7,0,7,1,0,5,21,0,2,3,7,0.5,122,0.666666667,0,0,0.342857143,0,0,16,2,0.7143,true
    0.431579,4,8,4,0.192308,0.317647,35,27,3,1,1,17,1,4,25,6,18,1,0.481928,80,80,13,0,0.481928,80,1,1,0,0,1,86,182,4,0,0,0,12,0,12,1,33,30,0,33,4,86,182,4,0,0,0,12,0,12,1,33,30,0,33,4,12,2,0,5,20,24,4,1,12,2,161,0,0,0.653846154,0.395833333,1,14,12.41666667,2,1,true
    0.437803,8,24,10,0.223058,0.368715,89,66,1,3,3,40,0,8,36,0,21,1,0.458333,154,154,22,0,0.458333,154,0,0,1,1,0,182,399,4,0,4,0,21,0,21,3,21,98,0,21,3,182,399,4,0,4,0,21,0,21,3,21,98,0,21,3,21,1,1,5,23,0,5,0,21,0.3375,516,1,0,0,0.5,0,0,23.38095238,4,1.7143,true
    0,0,0,0,0,0,0,0,1,2,2,7,1,1,1,1,4,0.333333,0.25,13,13,1,2,0.25,13,0,0,0,0,0,39,45,4,0,4,0,3,0,2,0,3,16,0,2,0,39,45,4,0,4,0,3,0,2,0,3,16,0,2,0,3,1,0,1,9,0,1,1,2,0,67,1,1,0,0.5,0,0,20,3,1.6667,false
    0,0,0,0,0,0,0,0,0,0,0,4,0,37,9,0,4,0.8,0.847826,39,39,4,1,0.847826,39,0,0,6,74,0,7,43,0,3,0,3,4,0,4,0,4,0,0,4,0,7,43,0,3,0,3,4,0,4,0,4,0,0,4,0,4,1,0,71,4,6,71,0,4,2,4,0,0,0,0.583333333,0,0,0,1,1,true
    0.408654,1,5,1,0.184211,0.283333,21,17,1,6,6,17,2,3,4,0,5,1,0.409524,43,43,6,0,0.409524,43,1,1,1,1,1,62,114,1,3,1,3,5,0,5,0,5,28,0,5,0,62,114,1,3,1,3,5,0,5,0,5,28,0,5,0,5,1,1,4,22,8,3,1,5,0.75,122,0,0,0,0.6,0,0,23.2,13,3.2,true
    0.198362,3,22,6,0.0885886,0.158055,59,52,2,6,5,87,5,47,68,4,32,1,0.440199,265,243,29,0,0.440199,265,0,0,0,0,0,337,666,6,9,6,9,28,1,28,0,28,132,1,28,0,337,666,6,9,6,9,28,1,28,0,28,132,1,28,0,28,1,0,54,49,268,50,4,28,0.641975309,742,0.666666667,0,0,0.285714286,1,1,25.28571429,9,1.4286,true
    0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.736842,14,14,2,0,0.736842,14,0,0,0,0,0,5,15,0,0,0,0,1,0,1,0,1,0,0,1,0,5,15,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,true
    0,0,0,0,0,0,0,0,0,0,0,12,0,9,8,0,8,1,0.648855,85,85,9,0,0.648855,85,0,0,0,0,0,46,135,2,4,2,4,8,0,8,0,8,18,0,8,0,46,135,2,4,2,4,8,0,8,0,8,18,0,8,0,8,2,0,17,29,0,17,0,8,0.714285714,120,0,0,0.666666667,0.34375,0,0,13.75,2,1,true
    0,0,0,0,0,0,0,0,0,1,1,10,0,2,3,0,9,1,0.242424,16,16,1,0,0.242424,16,0,0,1,1,0,50,88,1,9,1,9,9,0,0,0,9,13,0,0,0,50,88,1,9,1,9,9,0,0,0,9,13,0,0,0,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,true
    0.705455,5,11,5,0.663462,0.717391,69,66,0,1,1,9,1,0,0,0,8,1,0.122807,7,7,1,0,0.0891089,9,1,1,0,0,1,50,59,1,17,0,8,8,0,0,0,17,10,0,0,0,92,104,1,17,0,8,16,0,8,0,25,31,0,8,0,9,2,0,9,23,36,9,9,0,2,82,0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,true
    0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,1,0.703488,121,120,11,0,0.703488,121,0,0,0,0,0,51,182,5,4,5,4,10,0,10,4,10,12,0,10,4,51,182,5,4,5,4,10,0,10,4,10,12,0,10,4,10,1,0,0,15,37,0,0,10,0.844444444,65,0.8,0,0,0.375,0,0,5,1,0.8,true
    0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0.555556,10,10,1,0,0.555556,10,0,0,0,0,0,8,11,1,0,1,0,1,0,0,0,1,1,0,0,0,8,11,1,0,1,0,1,0,0,0,1,1,0,0,0,1,4,0,3,2,0,3,0,0,2,6,0,0,1,1,0,0,4,0,0,true
